@relation 'snake_game-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R6,8,18-19-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Score numeric
@attribute Dist_right_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Horizontal_weight numeric
@attribute Vertical_weight numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.914894,0.12766,0.913043,0.021739,0.902285,0.085106,0.87234,0.5,0,0.5,0,0.680851,1,0.59151,0.000856,UP
0.723404,0.914894,0.391304,0.543478,0.086467,0.276596,0.085106,0.5,0,0.5,0,0.595745,0.978723,0.195522,0.043279,UP
0.659574,0.531915,0.173913,0.934783,0.134974,0.340426,0.468085,0.5,1,0.5,1,0.659574,0.404255,0.5,0.934867,DOWN
0.297872,0.106383,0.456522,0.586957,0.071353,0.702128,0.893617,1,0.5,1,0.5,0.255319,0.106383,0.161691,0.499946,RIGHT
0.744681,0.617021,0.717391,0.608696,0.731107,0.255319,0.382979,0.5,0,0.5,0,0.510638,0.12766,0.068117,0.510742,UP
0.893617,0.808511,0.369565,0.565217,0.1058,0.106383,0.191489,0.5,0,0.5,0,0.957447,0.851064,0.753731,0.077106,UP
0.574468,0.021277,0.695652,0.413043,0.319508,0.425532,0.978723,1,0.5,1,0.5,0.340426,0.191489,0.01791,0.09402,RIGHT
0.531915,0.744681,0.347826,0.76087,0.701933,0.468085,0.255319,0,0.5,0,0.5,0.829787,0.042553,0.997313,0.844983,LEFT
0.851064,0.446809,0.152174,0.152174,0.089279,0.148936,0.553191,0,0.5,0,0.5,0.914894,0.446809,0.880597,0.499946,LEFT
0.638298,0.851064,0.826087,0.847826,0.204921,0.361702,0.148936,1,0.5,1,0.5,0.404255,0.851064,0.034826,0.499946,RIGHT
0.638298,0.468085,0.652174,0.478261,0.04007,0.361702,0.531915,0.5,0,0.5,0,0.638298,0.510638,0.5,0.161674,UP
0.489362,0.446809,0.521739,0.804348,0.246397,0.510638,0.553191,0.5,1,0.5,1,0.553191,0.319149,0.690299,0.975641,DOWN
0.808511,0.574468,0.608696,0.434783,0.702285,0.191489,0.425532,0.5,1,0.5,1,0.468085,0.297872,0.084803,0.995822,DOWN
0.468085,0.808511,0.695652,0.804348,0.22355,0.531915,0.191489,0.5,0,0.25,0.25,0.702128,0.829787,0.929392,0.031569,UP
0.446809,0.617021,0.565217,0.565217,0.548682,0.553191,0.382979,1,0.5,1,0.5,0.659574,0.595745,0.644989,0.946948,RIGHT
0.702128,0.553191,0.73913,0.652174,0.89877,0.297872,0.446809,0.5,0,0.5,0,0.957447,0.808511,0.314736,0.000592,UP
0.829787,0.340426,0.152174,0.152174,0.08717,0.170213,0.659574,0.5,0,0.5,0,0.829787,0.404255,0.5,0.11939,UP
0.234043,0.404255,0.23913,0.73913,0.060457,0.765957,0.595745,0.5,1,0.5,1,0.234043,0.361702,0.5,0.838218,DOWN
0.510638,0.787234,0.543478,0.217391,0.333568,0.489362,0.212766,0.5,0,0.75,0.25,0.340426,0.659574,0.052239,0.410403,UP
0.404255,0.595745,0.76087,0.565217,0.909315,0.595745,0.404255,1,0.5,1,0.5,0.787234,0.638298,0.429736,0.101826,RIGHT
0.106383,0.276596,0.630435,0.673913,0.294552,0.893617,0.723404,0.5,1,0.5,1,0.361702,0.06383,0.764763,0.985293,DOWN
0.340426,0.446809,0.978261,0.934783,0.184183,0.659574,0.553191,0.5,1,0.5,1,0.297872,0.255319,0.415423,0.96507,DOWN
0.978723,0.680851,0.086957,0.869565,0.424605,0.021277,0.319149,0.5,1,0.5,1,0.680851,0.510638,0.191109,0.985293,DOWN
0.93617,0.595745,0.586957,0.673913,0.480492,0.06383,0.404255,0.5,1,0.5,1,0.851064,0.106383,0.404851,0.991497,DOWN
0.574468,0.553191,0.565217,0.565217,0.578559,0.425532,0.446809,0,0.5,0,0.5,0.531915,0.702128,0.886638,0.173755,LEFT
0.297872,0.106383,0.934783,0.282609,0.071353,0.702128,0.893617,1,0.5,1,0.5,0.255319,0.106383,0.161691,0.499946,RIGHT
0.234043,0.340426,0.217391,0.847826,0.536028,0.765957,0.659574,0.5,1,0.5,1,0.297872,0.659574,0.913488,0.405982,DOWN
0.085106,0.468085,0.326087,0.956522,0.66116,0.914894,0.531915,0.5,0,0.5,0,0.723404,0.489362,0.940691,0.005891,RIGHT
0.361702,0.446809,0.347826,0.456522,0.146221,0.638298,0.553191,0.5,1,0.75,0.75,0.212766,0.425532,0.105307,0.950975,DOWN
0.574468,0.723404,0.391304,0.5,0.660457,0.425532,0.276596,0,0.5,0,0.5,0.914894,0.978723,0.992964,0.152009,LEFT
0.787234,0.638298,0.608696,0.434783,0.700879,0.212766,0.361702,0,0.5,0.25,0.75,0.468085,0.212766,0.269335,0.98429,LEFT
0.638298,0.212766,0.608696,0.021739,0.201406,0.361702,0.787234,0.5,0,0.75,0.25,0.595745,0.361702,0.09403,0.043279,UP
0.191489,0.234043,0.326087,0.673913,0.755712,0.808511,0.765957,0.5,1,0.5,1,0.531915,0.702128,0.471276,0.164865,DOWN
0.851064,0.340426,1,0.304348,0.145518,0.148936,0.659574,0.5,0,0.5,0,0.851064,0.468085,0.5,0.065025,UP
0.87234,0.234043,1,0.26087,0.201757,0.12766,0.765957,0.5,1,0.5,1,0.978723,0.085106,0.695178,0.968323,DOWN
0.510638,0.531915,0.934783,0.586957,0.570123,0.489362,0.468085,0.5,1,0.5,1,0.297872,0.085106,0.182836,0.991497,DOWN
0.531915,0.808511,0.652174,0.804348,0.342355,0.468085,0.191489,1,0.5,1,0.5,0.382979,0.553191,0.01791,0.804391,RIGHT
0.723404,0.319149,0.73913,0.065217,0.163093,0.276596,0.680851,0,0.5,0,0.5,0.765957,0.212766,0.94403,0.817076,UP
0.808511,0.276596,0.891304,0.195652,0.30826,0.191489,0.723404,0.5,0,0.5,0,0.914894,0.255319,0.804478,0.073723,UP
0.382979,0.617021,0.26087,0.608696,0.195782,0.617021,0.382979,0,0.5,0,0.5,0.595745,0.659574,0.968427,0.343821,LEFT
0.808511,0.978723,0.956522,0,0.187698,0.191489,0.021277,1,0.5,1,0.5,0.595745,0.978723,0.03867,0.499946,RIGHT
0.723404,0.851064,0.73913,0.76087,0.18348,0.276596,0.148936,0.5,1,0.5,1,0.787234,0.744681,0.669154,0.950975,DOWN
0.851064,0.531915,0.021739,0.152174,0.538489,0.148936,0.468085,0.5,0,0.5,0,0.361702,0.659574,0.110945,0.009451,UP
0.574468,0.893617,0.130435,0.978261,0.143058,0.425532,0.106383,0.5,1,0.5,1,0.574468,0.723404,0.5,0.950975,DOWN
0.425532,0.085106,0.608696,0.043478,0.085764,0.574468,0.914894,0,0.5,0,0.5,0.510638,0.085106,0.90597,0.499946,LEFT
0.148936,0.531915,0.934783,0.76087,0.378207,0.851064,0.468085,0.5,1,0.5,1,0.021277,0.276596,0.259623,0.980648,DOWN
0.297872,0.106383,0.23913,0.73913,0.071353,0.702128,0.893617,1,0.5,1,0.5,0.255319,0.106383,0.161691,0.499946,RIGHT
0.085106,0.765957,0.782609,0.369565,0.132513,0.914894,0.234043,0.5,1,0.5,1,0.085106,0.659574,0.5,0.922786,RIGHT
0.787234,0.12766,0.869565,0.086957,0.249561,0.212766,0.87234,1,0.5,0.75,0.25,0.914894,0.361702,0.347761,0.043279,RIGHT
0.914894,0.851064,0.608696,0.695652,0.494552,0.085106,0.148936,0,0.5,0.25,0.75,0.638298,0.744681,0.377509,0.97236,LEFT
0.425532,0.106383,0.391304,0.108696,0.22812,0.574468,0.893617,0,0.5,0,0.5,0.680851,0.106383,0.968427,0.499946,LEFT
0.808511,0.340426,0.847826,0.369565,0.239719,0.191489,0.659574,1,0.5,1,0.5,0.702128,0.404255,0.022388,0.291013,RIGHT
0.893617,0.617021,0.891304,0.130435,0.088576,0.106383,0.382979,1,0.5,1,0.5,0.829787,0.617021,0.119403,0.499946,UP
0.212766,0.06383,0.086957,0.065217,0.264323,0.787234,0.93617,0,0.5,0,0.5,0.595745,0.12766,0.984396,0.40769,LEFT
0.446809,0.148936,0.652174,0.978261,0.378207,0.553191,0.851064,0.5,1,0.5,1,0.148936,0.021277,0.161691,0.983192,RIGHT
0.531915,0.276596,0.891304,0.76087,0.721968,0.468085,0.723404,0.5,1,0.5,1,0.659574,0.531915,0.94268,0.532334,DOWN
0.787234,0.489362,0.73913,0.73913,0.124077,0.212766,0.510638,0.5,0,0.5,0,0.787234,0.680851,0.5,0.043279,LEFT
0.06383,0.382979,0.130435,0.282609,0.21652,0.93617,0.617021,1,0.5,1,0.5,0.106383,0.276596,0.210021,0.86238,RIGHT
0.638298,0.553191,0.652174,0.978261,0.368366,0.361702,0.446809,0.5,1,0.5,1,0.617021,0.148936,0.475835,0.983192,DOWN
0.893617,0.489362,0.913043,0.304348,0.036555,0.106383,0.510638,0.5,0,0.5,0,0.893617,0.553191,0.5,0.11939,UP
0.595745,0.93617,0.695652,0.608696,0.424605,0.404255,0.06383,1,0.5,1,0.5,0.191489,0.702128,0.007915,0.684458,RIGHT
0.744681,0.553191,0.673913,0.217391,0.083304,0.255319,0.446809,0.5,0,0.5,0,0.744681,0.638298,0.5,0.09402,UP
0.553191,0.489362,0.282609,0.608696,0.419684,0.446809,0.510638,0,0.5,0,0.5,0.914894,0.446809,0.98209,0.550687,LEFT
0.93617,0.617021,0.217391,0.23913,0.597188,0.06383,0.382979,0.5,1,0.5,1,0.510638,0.361702,0.054048,0.991978,DOWN
0.12766,0.659574,0.086957,0.847826,0.398946,0.87234,0.340426,0.5,1,0.5,1,0.255319,0.148936,0.598218,0.990986,DOWN
0.319149,0.829787,0.76087,0.565217,0.920914,0.680851,0.170213,0,0.5,0,0.5,0.340426,0.425532,0.999655,0.921485,LEFT
0.468085,0.787234,0.021739,0.217391,0.297715,0.531915,0.212766,0,0.5,0,0.5,0.765957,0.787234,0.973632,0.499946,LEFT
0.234043,0.595745,0.23913,0.695652,0.518102,0.765957,0.404255,0.5,1,0.5,1,0.638298,0.723404,0.927337,0.793708,DOWN
0.404255,0.12766,0.804348,0.065217,0.139895,0.595745,0.87234,0.5,0,0.5,0,0.404255,0.276596,0.5,0.055964,UP
0.808511,0.446809,0.456522,0.108696,0.148682,0.191489,0.553191,0.5,1,0.5,1,0.744681,0.382979,0.282516,0.934867,DOWN
0.340426,0.510638,0.326087,0.652174,0.306151,0.659574,0.489362,0.5,1,0.5,1,0.276596,0.255319,0.087687,0.975641,DOWN
0.531915,0.191489,0.152174,0.152174,0.079789,0.468085,0.808511,0,0.5,0,0.5,0.595745,0.191489,0.880597,0.499946,LEFT
0.276596,0.723404,0.086957,0.978261,0.170826,0.723404,0.276596,0,0.5,0,0.5,0.382979,0.808511,0.956716,0.296983,LEFT
0.702128,0.425532,0.891304,0.130435,0.094903,0.297872,0.574468,0.5,1,0.5,1,0.702128,0.361702,0.5,0.880502,DOWN
0.042553,0.212766,0.086957,0.434783,0.57188,0.957447,0.787234,0.5,1,0.5,1,0.510638,0.106383,0.873134,0.99243,RIGHT
0.276596,0.12766,0.956522,0.391304,0.219684,0.723404,0.87234,0.5,1,0.5,1,0.148936,0,0.265787,0.968323,DOWN
0.893617,0.12766,0.934783,0.586957,0.114938,0.106383,0.87234,0.5,1,0.5,1,0.893617,0.021277,0.5,0.922786,DOWN
0.765957,0.574468,0.891304,0.5,0.232689,0.234043,0.425532,1,0.5,1,0.5,0.914894,0.489362,0.443615,0.894597,RIGHT
0.595745,0.404255,0.956522,0.391304,0.208436,0.404255,0.595745,1,0.5,0.75,0.25,0.382979,0.446809,0.031573,0.070601,RIGHT
0.425532,0.425532,0.608696,0.434783,0.741301,0.574468,0.574468,0,0.5,0,0.5,0.765957,0.361702,0.99593,0.280838,LEFT
0.510638,0.531915,0.5,0.717391,0.173286,0.489362,0.468085,0.5,1,0.25,0.75,0.553191,0.617021,0.894693,0.443567,DOWN
0.382979,0.468085,0.173913,0.76087,0.229877,0.617021,0.531915,0,0.5,0,0.5,0.680851,0.468085,0.973632,0.499946,LEFT
0.744681,0.148936,0.543478,0.847826,0.485062,0.255319,0.851064,0,0.5,0,0.5,0.808511,0.638298,0.988668,0.06771,LEFT
0.361702,0.702128,0.391304,0.304348,0.086819,0.638298,0.297872,0.5,0,0.25,0.25,0.404255,0.723404,0.753731,0.11939,UP
0.851064,0.446809,0.695652,0.413043,0.296661,0.148936,0.553191,1,0.5,1,0.5,0.659574,0.659574,0.01791,0.246242,UP
0.808511,0.085106,0.891304,0.934783,0.71283,0.191489,0.914894,1,0.5,1,0.5,0.12766,0.340426,0.003814,0.364637,RIGHT
0.638298,0.468085,0.695652,0.413043,0.287873,0.361702,0.531915,1,0.5,1,0.5,0.787234,0.382979,0.398507,0.880502,RIGHT
0.425532,0.361702,0.391304,0.369565,0.236907,0.574468,0.638298,0.5,0,0.5,0,0.425532,0.638298,0.5,0.028782,LEFT
0.510638,0.617021,0.391304,0.630435,0.047452,0.489362,0.382979,0,0.5,0.25,0.25,0.531915,0.638298,0.838309,0.33081,LEFT
0.574468,0.93617,0.413043,0.913043,0.876626,0.425532,0.06383,0,0.5,0,0.5,0.93617,0.042553,0.999278,0.982802,LEFT
0.574468,0.531915,0.543478,0.847826,0.475923,0.425532,0.468085,0,0.5,0,0.5,0.744681,0.148936,0.988668,0.932182,DOWN
0.851064,0.425532,0.804348,0.021739,0.357469,0.148936,0.574468,1,0.5,1,0.5,0.765957,0.914894,0.010661,0.083146,UP
0.425532,0.744681,0.130435,0.73913,0.679438,0.574468,0.255319,0.5,0,0.25,0.25,0.617021,0.297872,0.984909,0.623979,LEFT
0.829787,0.382979,0.869565,0.152174,0.390861,0.170213,0.617021,0.5,0,0.5,0,0.914894,0.234043,0.859453,0.33081,UP
0.808511,0.510638,0.891304,0.478261,0.117399,0.191489,0.489362,1,0.5,1,0.5,0.723404,0.510638,0.09403,0.499946,RIGHT
0.297872,0.851064,0.369565,0.543478,0.25413,0.702128,0.148936,1,0.5,1,0.5,0.191489,0.638298,0.024254,0.817076,RIGHT
0.255319,0.106383,0.934783,0.130435,0.072056,0.744681,0.893617,1,0.5,1,0.5,0.212766,0.106383,0.161691,0.499946,RIGHT
0.510638,0.765957,0.608696,0.195652,0.622496,0.489362,0.234043,0.5,0,0.5,0,0.106383,0.638298,0.077115,0.189863,UP
0.382979,0.468085,0.652174,0.804348,0.350439,0.617021,0.531915,0.5,1,0.5,1,0.297872,0.148936,0.398507,0.981983,DOWN
0.510638,0.595745,0.5,0.717391,0.172232,0.489362,0.404255,0.5,1,0.5,1,0.553191,0.553191,0.725539,0.950975,DOWN
0.468085,0.659574,0.847826,0.630435,0.511424,0.531915,0.340426,1,0.5,1,0.5,0.234043,0.297872,0.010036,0.797392,RIGHT
0.148936,0.723404,0.847826,0.130435,0.088576,0.851064,0.276596,0.5,1,0.5,1,0.148936,0.659574,0.5,0.880502,DOWN
0.404255,0.744681,0.26087,0.934783,0.553603,0.595745,0.255319,0.5,1,0.5,1,0.234043,0.851064,0.137526,0.608676,DOWN
0.12766,0.723404,0.086957,0.847826,0.397891,0.87234,0.276596,0.5,1,0.5,1,0.191489,0.148936,0.549109,0.990986,DOWN
0.276596,0.191489,0.891304,0.195652,0.328295,0.723404,0.808511,1,0.5,1,0.5,0.255319,0.468085,0.012836,0.134612,RIGHT
0.914894,0.553191,0.934783,0.630435,0.149736,0.085106,0.446809,0.5,0,0.5,0,0.893617,0.680851,0.436567,0.055964,UP
0.255319,0.93617,0.130435,0.934783,0.147276,0.744681,0.06383,0,0.5,0,0.5,0.404255,0.93617,0.94403,0.499946,LEFT
0.319149,0.87234,0.152174,0.521739,0.053076,0.680851,0.12766,0.5,0,0.5,0,0.297872,0.914894,0.373134,0.11939,UP
0.468085,0.595745,0.478261,0.565217,0.379965,0.531915,0.404255,0.5,1,0.5,1,0.531915,0.595745,0.880597,0.85936,DOWN
0.340426,0.446809,0.347826,0.456522,0.170475,0.659574,0.553191,0.5,1,0.5,1,0.340426,0.276596,0.5,0.950975,RIGHT
0.340426,0.87234,0.76087,0.565217,0.950791,0.659574,0.12766,0.5,0,0.25,0.25,0.617021,0.680851,0.991849,0.67949,UP
0.765957,0.553191,1,0.565217,0.103339,0.234043,0.446809,1,0.5,1,0.5,0.638298,0.553191,0.065032,0.499946,RIGHT
0.553191,0.340426,0.521739,0.804348,0.252021,0.446809,0.659574,0.5,0,0.5,0,0.553191,0.659574,0.5,0.024251,UP
0.765957,0.914894,0.717391,0.543478,0.785589,0.234043,0.085106,1,0.5,1,0.5,0.170213,0.574468,0.002112,0.69142,UP
0.425532,0.531915,0.152174,0.673913,0.093497,0.574468,0.468085,0.5,0,0.5,0,0.425532,0.680851,0.5,0.055964,UP
0.489362,0.914894,0.521739,0.804348,0.238664,0.510638,0.085106,0.5,1,0.5,1,0.489362,0.595745,0.5,0.975641,DOWN
0.404255,0.787234,0.413043,0.586957,0.063269,0.595745,0.212766,0.5,1,0.5,1,0.404255,0.659574,0.5,0.934867,DOWN
0.617021,0.021277,0.695652,0.413043,0.318805,0.382979,0.978723,1,0.5,1,0.5,0.382979,0.191489,0.01791,0.14476,RIGHT
0.085106,0.829787,0.043478,0.717391,0.76239,0.914894,0.170213,0.5,0,0.25,0.25,0.404255,0.297872,0.98386,0.653349,UP
0.680851,0.404255,0.695652,0,0.091037,0.319149,0.595745,0.5,0,0.5,0,0.680851,0.489362,0.5,0.09402,UP
0.170213,0.510638,0.152174,0.673913,0.086116,0.829787,0.489362,0.5,1,0.5,1,0.234043,0.425532,0.690299,0.943928,DOWN
0.659574,0.93617,0.456522,0.934783,0.132865,0.340426,0.06383,0.5,1,0.5,1,0.659574,0.829787,0.5,0.922786,LEFT
0.723404,0.914894,0.673913,0.217391,0.093849,0.276596,0.085106,0.5,0,0.5,0,0.702128,0.978723,0.398507,0.09402,UP
0.574468,0.680851,0.673913,0.630435,0.204569,0.425532,0.319149,1,0.5,1,0.5,0.531915,0.617021,0.028785,0.75365,RIGHT
0.255319,0.382979,0.23913,0.847826,0.444991,0.744681,0.617021,0.5,1,0.5,1,0.148936,0.234043,0.220021,0.989857,DOWN
0.553191,0.744681,0.630435,0.173913,0.391564,0.446809,0.255319,1,0.5,1,0.5,0.574468,1,0.060199,0.14476,RIGHT
0.595745,0.425532,0.608696,0.434783,0.744112,0.404255,0.574468,0,0.5,0,0.5,0.595745,0.361702,0.984396,0.373094,LEFT
0.297872,0.553191,0.413043,0.586957,0.087873,0.702128,0.446809,1,0.5,1,0.5,0.212766,0.595745,0.065032,0.354972,RIGHT
0.765957,0.744681,0.717391,0.543478,0.782777,0.234043,0.255319,0.5,0,0.5,0,0.106383,0.680851,0.07871,0.069128,UP
0.723404,0.06383,1,0.065217,0.669596,0.276596,0.93617,1,0.5,1,0.5,0.808511,0.489362,0.116308,0.10392,RIGHT
0.212766,0.510638,0.23913,0.695652,0.567663,0.787234,0.489362,1,0.5,1,0.5,0.531915,0.680851,0.473291,0.072655,RIGHT
0.510638,0.680851,0.847826,0.26087,0.074165,0.489362,0.319149,1,0.5,0.75,0.25,0.489362,0.723404,0.119403,0.246242,RIGHT
0.234043,0.531915,0.23913,0.73913,0.058348,0.765957,0.468085,0.5,1,0.5,1,0.234043,0.489362,0.5,0.838218,DOWN
0.574468,0.659574,0.565217,1,0.37188,0.425532,0.340426,0.5,1,0.5,1,0.574468,0.06383,0.5,0.989857,DOWN
0.93617,0.702128,0.652174,0.695652,0.15536,0.06383,0.297872,0,0.5,0,0.5,1,0.617021,0.94403,0.75365,LEFT
0.276596,0.361702,0.23913,0.695652,0.591564,0.723404,0.638298,0,0.5,0,0.5,0.829787,0.595745,0.994108,0.086008,LEFT
0.191489,0.659574,0.347826,0.673913,0.194728,0.808511,0.340426,1,0.5,0.75,0.25,0.191489,0.829787,0.084803,0.084794,RIGHT
0.468085,0.446809,0.108696,0.108696,0.726186,0.531915,0.553191,0,0.5,0,0.5,0.851064,0.382979,0.99593,0.223178,LEFT
0.787234,0.489362,0.086957,0.043478,0.134974,0.212766,0.510638,0.5,0,0.5,0,0.787234,0.617021,0.5,0.065025,UP
0.404255,0.382979,0.304348,0.456522,0.305097,0.595745,0.617021,0.5,1,0.5,1,0.297872,0.212766,0.288557,0.986212,DOWN
0.93617,0.87234,0.086957,0.869565,0.420738,0.06383,0.12766,0,0.5,0,0.5,0.914894,0.510638,0.919208,0.94117,LEFT
0.404255,0.702128,0.413043,0.586957,0.083656,0.595745,0.297872,0.5,1,0.5,1,0.404255,0.574468,0.5,0.934867,DOWN
0.93617,0.106383,0.586957,0.673913,0.488576,0.06383,0.893617,0.5,1,0.5,1,0.851064,0.595745,0.040112,0.246242,DOWN
0.87234,0.680851,0.782609,0.652174,0.013357,0.12766,0.319149,1,0.5,1,0.5,0.765957,0.680851,0.077115,0.499946,RIGHT
0.93617,0.382979,0.869565,0.086957,0.285764,0.06383,0.617021,0.5,1,0.5,1,0.851064,0.617021,0.068657,0.398464,DOWN
0.723404,0.702128,0.934783,0.23913,0.389455,0.276596,0.297872,0.5,0,0.5,0,0.531915,0.914894,0.271642,0.017908,UP
0.297872,0.914894,0.717391,0.543478,0.793322,0.702128,0.085106,1,0.5,1,0.5,0.340426,0.276596,0.164883,0.902043,RIGHT
0.425532,0.106383,0.673913,0.565217,0.069244,0.574468,0.893617,1,0.5,1,0.5,0.382979,0.106383,0.161691,0.499946,RIGHT
0.234043,0.851064,0.152174,0.521739,0.051318,0.765957,0.148936,0,0.5,0,0.5,0.297872,0.851064,0.880597,0.499946,LEFT
0.744681,0.531915,0.695652,0.413043,0.274517,0.255319,0.468085,0.5,1,0.5,1,0.893617,0.319149,0.702985,0.981983,DOWN
0.446809,0.489362,0.413043,0.521739,0.544815,0.553191,0.510638,0.5,1,0.5,1,0.574468,0.574468,0.311177,0.676949,DOWN
0.723404,0.680851,1,0.304348,0.787346,0.276596,0.319149,1,0.5,1,0.5,0.148936,0.744681,0.001764,0.02944,RIGHT
0.404255,0.510638,0.652174,0.5,0.20703,0.595745,0.489362,1,0.5,1,0.5,0.212766,0.446809,0.031573,0.61704,RIGHT
0.638298,0.638298,0.586957,0.021739,0.82109,0.361702,0.361702,0.5,0,0.5,0,0.93617,0.510638,0.841384,0.121696,UP
0.702128,0.531915,0.673913,0.565217,0.057645,0.297872,0.468085,0.5,1,0.5,1,0.702128,0.489362,0.5,0.838218,DOWN
0.659574,0.446809,0.652174,0.478261,0.011248,0.340426,0.553191,1,0.5,1,0.5,0.617021,0.446809,0.161691,0.499946,DOWN
0.829787,0.361702,0.478261,0.891304,0.261511,0.170213,0.638298,0,0.5,0,0.5,0.787234,0.574468,0.847212,0.099361,LEFT
0.744681,0.765957,0.673913,0.217391,0.086819,0.255319,0.234043,0.5,0,0.75,0.25,0.680851,0.787234,0.195522,0.09402,UP
0.297872,0.638298,0.282609,0.434783,0.509315,0.702128,0.361702,0.5,0,0.75,0.25,0.361702,0.851064,0.168198,0.012054,UP
0.659574,0.787234,1,0.304348,0.790158,0.340426,0.212766,1,0.5,1,0.5,0.148936,0.574468,0.001764,0.241629,UP
0.106383,0.234043,0.23913,0.26087,0.418629,0.893617,0.765957,0,0.5,0,0.5,0.404255,0.170213,0.989339,0.282486,LEFT
0.319149,0.234043,0.434783,0.086957,0.395079,0.680851,0.765957,0.5,0,0.5,0,0.489362,0.574468,0.662388,0.012834,UP
0.361702,0.851064,0.26087,0.869565,0.482601,0.638298,0.148936,0,0.5,0,0.5,0.340426,0.957447,0.926269,0.195501,LEFT
0.574468,0.340426,0.130435,0.413043,0.420387,0.425532,0.659574,0.5,1,0.5,1,0.319149,0.148936,0.226751,0.987838,DOWN
0.87234,0.404255,0.695652,0.413043,0.282953,0.12766,0.595745,1,0.5,1,0.5,0.553191,0.446809,0.01791,0.195501,RIGHT
0.085106,0.87234,0.043478,0.869565,0.264675,0.914894,0.12766,0.5,1,0.5,1,0.276596,0.808511,0.851321,0.968323,DOWN
0.829787,0.617021,0.130435,0.043478,0.292091,0.170213,0.382979,0.5,0,0.5,0,0.829787,0.893617,0.5,0.028782,UP
0.191489,0.93617,0.369565,0.913043,0.143761,0.808511,0.06383,1,0.5,0.75,0.75,0.276596,0.893617,0.556385,0.894597,RIGHT
0.340426,0.914894,0.73913,0.956522,0.470299,0.659574,0.085106,1,0.5,1,0.5,0.255319,0.382979,0.009453,0.922786,RIGHT
0.255319,0.212766,0.108696,0.717391,0.319859,0.744681,0.787234,0.5,1,0.5,1,0.468085,0.085106,0.798507,0.977506,DOWN
0.851064,0.234043,0.869565,0.043478,0.457996,0.148936,0.765957,0.5,0,0.5,0,0.787234,0.808511,0.336302,0.008906,UP
0.723404,0.702128,0.695652,0.5,0.156766,0.276596,0.297872,0.5,0,0.75,0.25,0.680851,0.638298,0.119403,0.499946,UP
0.191489,0.680851,0.347826,0.73913,0.099121,0.808511,0.319149,1,0.5,1,0.5,0.085106,0.680851,0.077115,0.499946,RIGHT
0.680851,0.340426,0.652174,0.478261,0.06116,0.319149,0.659574,0.5,1,0.5,1,0.680851,0.297872,0.5,0.838218,DOWN
0.042553,0.553191,0,0.326087,0.7529,0.957447,0.446809,0.5,1,0.5,1,0.787234,0.234043,0.868159,0.997405,LEFT
0.638298,0.680851,0.913043,0.847826,0.467838,0.361702,0.319149,0.5,0,0.5,0,0.893617,0.87234,0.771855,0.01066,UP
0.106383,0.340426,0.043478,0.326087,0.102285,0.893617,0.659574,0,0.5,0,0.5,0.319149,0.340426,0.96133,0.499946,LEFT
0.404255,0.276596,0.913043,0,0.091037,0.595745,0.723404,0.5,0,0.5,0,0.404255,0.340426,0.5,0.11939,UP
0.595745,0.702128,0.652174,0.652174,0.173638,0.404255,0.297872,1,0.5,1,0.5,0.404255,0.702128,0.043284,0.499946,RIGHT
0.765957,0.340426,0.717391,1,0.810193,0.234043,0.659574,1,0.5,1,0.5,0.297872,0.914894,0.095909,0.020728,RIGHT
0.468085,0.468085,0.565217,0.565217,0.554306,0.531915,0.531915,0,0.5,0,0.5,0.617021,0.808511,0.99538,0.173755,LEFT
0.446809,0.468085,0.608696,0.434783,0.765554,0.553191,0.531915,0,0.5,0,0.5,0.382979,0.93617,0.915197,0.107858,LEFT
0.042553,0.06383,0.086957,0.434783,0.574341,0.957447,0.93617,0.5,1,0.25,0.75,0.510638,0.255319,0.977612,0.708879,DOWN
0.957447,0.106383,0.913043,0.021739,0.890685,0.042553,0.893617,0.5,1,1,0.5,0.93617,0.680851,0.034132,0.5249,DOWN
0.617021,0,0.369565,0.043478,0.198946,0.382979,1,0,0.5,0,0.5,0.851064,0,0.965174,0.499946,LEFT
0.276596,0.425532,0.347826,0.456522,0.147979,0.723404,0.574468,1,0.5,1,0.5,0.212766,0.489362,0.048922,0.274432,RIGHT
0.765957,0.340426,0.869565,0.086957,0.253427,0.234043,0.659574,0.5,0,0.25,0.25,0.914894,0.12766,0.956716,0.550687,UP
0.191489,0.06383,0.086957,0.065217,0.263972,0.808511,0.93617,0,0.5,0,0.5,0.574468,0.12766,0.984396,0.430754,LEFT
0.255319,0.702128,0.304348,0.195652,0.533216,0.744681,0.297872,0,0.5,0,0.5,0.531915,0.723404,0.994451,0.877249,LEFT
