@relation InstanceResultListener

@attribute Key_Dataset {'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18'}
@attribute Key_Run {1,2,3,4,5}
@attribute Key_Fold {1,2,3,4,5}
@attribute Key_Scheme {weka.classifiers.meta.LogitBoost,weka.classifiers.lazy.IBk,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"'}
@attribute Key_Scheme_version_ID {-1105660358715833753,-3080186098777067172,-5990607817048210779,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',5,1,weka.classifiers.meta.LogitBoost,'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1105660358715833753,20250328.1831,6444,1611,1504,107,0,93.358163,6.641837,0,0.911333,0.060342,0.1644,16.108901,37.987674,3218.129631,486.732775,2731.396856,1.997598,0.302131,1.695467,2826.052296,1.754222,87.816608,0.924933,345,0.020194,25,0.979806,1213,0.075067,28,0.932432,0.924933,0.928668,0.907301,0.992219,0.977883,0.933582,0.022219,0.977781,0.066418,0.933577,0.933582,0.93357,0.91143,0.991597,0.975402,0.933289,0.933582,0.361,0.003,0.359375,0,359.375,0,9231,1013840,255059,99.503414,36.049038,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',5,2,weka.classifiers.meta.LogitBoost,'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1105660358715833753,20250328.1831,6444,1611,1492,119,0,92.613284,7.386716,0,0.90138,0.063137,0.172358,16.85495,39.825977,3218.239476,531.551596,2686.687879,1.997666,0.329951,1.667714,2803.291853,1.740094,87.106378,0.900804,336,0.024233,30,0.975767,1208,0.099196,37,0.918033,0.900804,0.909337,0.882423,0.988375,0.963763,0.926133,0.024829,0.975171,0.073867,0.926142,0.926133,0.9261,0.901459,0.989575,0.97078,0.925825,0.926133,0.317,0.003,0.3125,0,312.5,0,9231,1013840,255059,99.006828,36.964618,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',5,3,weka.classifiers.meta.LogitBoost,'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1105660358715833753,20250328.1831,6444,1611,1506,105,0,93.482309,6.517691,0,0.913017,0.061271,0.163001,16.356683,37.663842,3218.239476,479.767488,2738.471987,1.997666,0.297807,1.699858,2824.812196,1.753453,87.775078,0.924933,345,0.025848,32,0.974152,1206,0.075067,28,0.915119,0.924933,0.92,0.895751,0.991168,0.970037,0.934823,0.021636,0.978364,0.065177,0.934908,0.934823,0.934836,0.913126,0.992278,0.978282,0.934575,0.934823,0.377,0.003,0.359375,0,359.375,0,9231,1013840,255059,99.565487,38.004345,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',5,4,weka.classifiers.meta.LogitBoost,'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1105660358715833753,20250328.1831,6444,1611,1498,113,0,92.985723,7.014277,0,0.906367,0.065278,0.171754,17.426278,39.686403,3218.239476,538.515221,2679.724255,1.997666,0.334274,1.663392,2794.430422,1.734594,86.831028,0.932976,348,0.023425,29,0.976575,1209,0.067024,25,0.923077,0.932976,0.928,0.906178,0.990984,0.971817,0.929857,0.023524,0.976476,0.070143,0.930031,0.929857,0.929858,0.90647,0.989372,0.971026,0.929731,0.929857,0.33,0.005,0.328125,0,328.125,0,9231,1013840,255059,99.068901,37.678461,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',5,5,weka.classifiers.meta.LogitBoost,'-P 100 -L -1.7976931348623157E308 -H 1.0 -Z 3.0 -O 1 -E 1 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1105660358715833753,20250328.1831,6444,1611,1490,121,0,92.489137,7.510863,0,0.899768,0.065446,0.173623,17.471241,40.118202,3218.239476,533.362784,2684.876691,1.997666,0.331076,1.66659,2788.437137,1.730873,86.644799,0.908847,339,0.029079,36,0.970921,1202,0.091153,34,0.904,0.908847,0.906417,0.878128,0.986989,0.962376,0.924891,0.024914,0.975086,0.075109,0.92508,0.924891,0.924874,0.899924,0.990241,0.972568,0.924596,0.924891,0.319,0.002,0.328125,0,328.125,0,9231,1013840,255059,99.255121,37.585351,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1427,184,0,88.578523,11.421477,0,0.847496,0.058079,0.239708,15.504677,55.388278,3218.239476,2335.405726,882.83375,1.997666,1.449662,0.548004,2766.428333,1.717212,85.960922,0.863271,322,0.035541,44,0.964459,1194,0.136729,51,0.879781,0.863271,0.871448,0.833255,0.912966,0.791038,0.885785,0.038283,0.961717,0.114215,0.886174,0.885785,0.885735,0.84789,0.923766,0.813318,0.885145,0.885785,0.003,0.356,0,0.359375,0,359.375,1015857,1013840,255059,88.578523,25.077592,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1431,180,0,88.826816,11.173184,0,0.850862,0.055908,0.235794,14.924986,54.483831,3218.239476,2268.136015,950.103461,1.997666,1.407906,0.58976,2783.841215,1.728021,86.501991,0.884718,330,0.040388,50,0.959612,1188,0.115282,43,0.868421,0.884718,0.876494,0.838893,0.921855,0.797845,0.888268,0.037396,0.962604,0.111732,0.88851,0.888268,0.888329,0.850986,0.926061,0.818702,0.88814,0.888268,0.001,0.269,0,0.28125,0,281.25,1015857,1013840,255059,88.888889,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1458,153,0,90.502793,9.497207,0,0.873245,0.047688,0.217845,12.730611,50.336528,3218.239476,1937.132151,1281.107325,1.997666,1.202441,0.795225,2847.675615,1.767645,88.48551,0.900804,336,0.033926,42,0.966074,1196,0.099196,37,0.888889,0.900804,0.894807,0.86287,0.934193,0.825642,0.905028,0.031664,0.968336,0.094972,0.905131,0.905028,0.905052,0.873354,0.937392,0.844246,0.904791,0.905028,0.001,0.259,0,0.25,0,250,1015857,1013840,255059,90.502793,25,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1426,185,0,88.516449,11.483551,0,0.846683,0.057769,0.239708,15.421817,55.388139,3218.239476,2343.060586,875.17889,1.997666,1.454414,0.543252,2768.615039,1.718569,86.02887,0.847185,316,0.036349,45,0.963651,1193,0.152815,57,0.875346,0.847185,0.861035,0.820237,0.906194,0.777874,0.885164,0.038548,0.961452,0.114836,0.885229,0.885164,0.885071,0.846789,0.923883,0.813292,0.884718,0.885164,0.001,0.264,0,0.265625,0,265.625,1015857,1013840,255059,88.516449,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1438,173,0,89.261328,10.738672,0,0.856702,0.053892,0.231647,14.386983,53.52636,3218.129631,2190.213793,1027.915838,1.997598,1.359537,0.638061,2799.249284,1.737585,86.983733,0.882038,329,0.049273,61,0.950727,1177,0.117962,44,0.84359,0.882038,0.862385,0.820062,0.916943,0.772382,0.892613,0.035531,0.964469,0.107387,0.893298,0.892613,0.892807,0.857197,0.929028,0.825275,0.892211,0.892613,0.001,0.261,0,0.25,0,250,1015857,1013840,255059,89.261328,25,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1433,178,0,88.950962,11.049038,0,0.852518,0.055287,0.234144,14.759504,54.103447,3218.129631,2231.173002,986.95663,1.997598,1.384962,0.612636,2788.722036,1.73105,86.65661,0.882038,329,0.042003,52,0.957997,1186,0.117962,44,0.863517,0.882038,0.872679,0.833867,0.921198,0.791947,0.88951,0.036877,0.963123,0.11049,0.88988,0.88951,0.889548,0.852784,0.927808,0.822081,0.88917,0.88951,0.004,0.261,0,0.265625,0,265.625,1015857,1013840,255059,89.075109,25.046555,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1451,160,0,90.068281,9.931719,0,0.867409,0.049549,0.221727,13.22757,51.23333,3218.239476,2002.403764,1215.835712,1.997666,1.242957,0.754709,2833.026757,1.758552,88.030328,0.887399,331,0.037157,46,0.962843,1192,0.112601,42,0.877984,0.887399,0.882667,0.84709,0.926297,0.810108,0.900683,0.033358,0.966642,0.099317,0.901068,0.900683,0.900767,0.867618,0.934859,0.838871,0.900539,0.900683,0.004,0.261,0,0.265625,0,265.625,1015857,1013840,255059,90.192427,25.031037,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1445,166,0,89.695841,10.304159,0,0.862422,0.052031,0.227254,13.890039,52.510414,3218.239476,2104.635705,1113.603771,1.997666,1.306416,0.69125,2813.272981,1.74629,87.416521,0.868633,324,0.033118,41,0.966882,1197,0.131367,49,0.887671,0.868633,0.878049,0.841906,0.918244,0.801399,0.896958,0.034593,0.965407,0.103042,0.896971,0.896958,0.896906,0.862553,0.93117,0.830765,0.896497,0.896958,0.001,0.254,0,0.265625,0,265.625,1015857,1013840,255059,89.695841,25.031037,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',2,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1417,194,0,87.95779,12.04221,0,0.839298,0.060715,0.24562,16.2084,56.754149,3218.239476,2457.945149,760.294327,1.997666,1.525726,0.471939,2746.752285,1.704998,85.349531,0.873995,326,0.042003,52,0.957997,1186,0.126005,47,0.862434,0.873995,0.868176,0.828145,0.916724,0.784299,0.879578,0.04004,0.95996,0.120422,0.879818,0.879578,0.879599,0.839512,0.920472,0.805168,0.879211,0.879578,0,0.262,0,0.25,0,250,1015857,1013840,255059,87.95779,25.031037,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1447,164,0,89.819988,10.180012,0,0.864148,0.0511,0.225541,13.64154,52.114604,3218.239476,2076.32744,1141.912036,1.997666,1.288844,0.708822,2821.158397,1.751185,87.661543,0.89008,332,0.034733,43,0.965267,1195,0.10992,41,0.885333,0.89008,0.887701,0.853753,0.928255,0.814258,0.8982,0.033802,0.966198,0.1018,0.898366,0.8982,0.89822,0.864339,0.932745,0.833395,0.897838,0.8982,0.004,0.289,0,0.28125,0,281.25,1015857,1013840,255059,89.819988,25,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1427,184,0,88.578523,11.421477,0,0.847517,0.057614,0.238898,15.380402,55.20107,3218.239476,2321.750866,896.48861,1.997666,1.441186,0.55648,2770.717957,1.719875,86.094213,0.876676,327,0.035541,44,0.964459,1194,0.123324,46,0.881402,0.876676,0.879032,0.842718,0.921621,0.803332,0.885785,0.038377,0.961623,0.114215,0.886111,0.885785,0.885814,0.847685,0.924282,0.814554,0.88564,0.885785,0.001,0.296,0,0.296875,0,296.875,1015857,1013840,255059,88.640596,25.062073,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1459,152,0,90.564867,9.435133,0,0.874125,0.047378,0.216775,12.648007,50.089224,3218.239476,1913.827018,1304.412457,1.997666,1.187975,0.809691,2851.452378,1.769989,88.602865,0.908847,339,0.038772,48,0.961228,1190,0.091153,34,0.875969,0.908847,0.892105,0.859063,0.935769,0.820961,0.905649,0.031193,0.968807,0.094351,0.90607,0.905649,0.905683,0.874331,0.937933,0.845713,0.905496,0.905649,0.001,0.263,0,0.265625,0,265.625,1015857,1013840,255059,90.62694,25.031037,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1425,186,0,88.454376,11.545624,0,0.845909,0.057924,0.240193,15.463115,55.50017,3218.239476,2355.712536,862.526939,1.997666,1.462267,0.535398,2767.596212,1.717937,85.997212,0.871314,325,0.050889,63,0.949111,1175,0.128686,48,0.837629,0.871314,0.854139,0.809328,0.909957,0.761986,0.884544,0.038385,0.961615,0.115456,0.885319,0.884544,0.884769,0.846436,0.923572,0.813114,0.88419,0.884544,0.001,0.305,0,0.3125,0,312.5,1015865,1013840,255059,88.454376,25,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1441,170,0,89.447548,10.552452,0,0.859093,0.052961,0.229292,14.138345,52.981318,3218.239476,2141.596368,1076.643107,1.997666,1.329358,0.668307,2805.924478,1.741728,87.188182,0.863271,322,0.034733,43,0.965267,1195,0.136729,51,0.882192,0.863271,0.872629,0.834875,0.915351,0.796755,0.894475,0.035527,0.964473,0.105525,0.894605,0.894475,0.89443,0.859248,0.930426,0.828359,0.894069,0.894475,0,0.263,0,0.265625,0,265.625,1015857,1013840,255059,89.509621,25.031037,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1439,172,0,89.323402,10.676598,0,0.857477,0.053736,0.231144,14.345465,53.410281,3218.129631,2179.55692,1038.572712,1.997598,1.352922,0.644676,2800.016758,1.738061,87.007581,0.884718,330,0.034733,43,0.965267,1195,0.115282,43,0.884718,0.884718,0.884718,0.849985,0.925784,0.810326,0.893234,0.035602,0.964398,0.106766,0.893242,0.893234,0.893175,0.857677,0.929216,0.825311,0.892648,0.893234,0.001,0.257,0,0.265625,0,265.625,1015857,1013840,255059,89.323402,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1443,168,0,89.571695,10.428305,0,0.860834,0.052496,0.228445,14.014326,52.786492,3218.129631,2128.942403,1089.187228,1.997598,1.321504,0.676094,2810.406924,1.744511,87.330445,0.89008,332,0.034733,43,0.965267,1195,0.10992,41,0.885333,0.89008,0.887701,0.853753,0.928342,0.813998,0.895717,0.0346,0.9654,0.104283,0.895999,0.895717,0.895776,0.86109,0.930753,0.829063,0.895367,0.895717,0.001,0.29,0,0.296875,0,296.875,1015857,1013840,255059,89.571695,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',4,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1431,180,0,88.826816,11.173184,0,0.850875,0.055908,0.235794,14.925095,54.483784,3218.239476,2267.138476,951.101,1.997666,1.407286,0.590379,2783.953591,1.72809,86.505483,0.873995,326,0.041195,51,0.958805,1187,0.126005,47,0.864721,0.873995,0.869333,0.829711,0.917122,0.788427,0.888268,0.03734,0.96266,0.111732,0.888446,0.888268,0.888323,0.850956,0.926188,0.818819,0.888141,0.888268,0.001,0.323,0,0.3125,0,312.5,1015857,1013840,255059,88.888889,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',4,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1429,182,0,88.702669,11.297331,0,0.849175,0.057304,0.237923,15.297644,54.975653,3218.239476,2298.443049,919.796427,1.997666,1.426718,0.570948,2773.211044,1.721422,86.171681,0.86059,321,0.041195,51,0.958805,1187,0.13941,52,0.862903,0.86059,0.861745,0.820164,0.909211,0.776427,0.887027,0.037872,0.962128,0.112973,0.887226,0.887027,0.88706,0.849372,0.925023,0.816188,0.886656,0.887027,0.001,0.278,0,0.28125,0,281.25,1015857,1013840,255059,88.764742,25.09311,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',4,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1436,175,0,89.137182,10.862818,0,0.855054,0.054357,0.232482,14.511074,53.718526,3218.239476,2203.868541,1014.370935,1.997666,1.368013,0.629653,2796.580055,1.735928,86.897823,0.884718,330,0.037964,47,0.962036,1191,0.115282,43,0.875332,0.884718,0.88,0.843614,0.92407,0.804224,0.891372,0.036098,0.963902,0.108628,0.89162,0.891372,0.891383,0.855177,0.928359,0.823518,0.891201,0.891372,0,0.292,0,0.296875,0,296.875,1015857,1013840,255059,89.199255,25.015518,?
'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18',4,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20250328.1831,6444,1611,1438,173,0,89.261328,10.738672,0,0.856658,0.054047,0.231814,14.428258,53.564162,3218.239476,2191.214352,1027.025123,1.997666,1.360158,0.637508,2798.130812,1.736891,86.94601,0.895442,334,0.037964,47,0.962036,1191,0.104558,39,0.87664,0.895442,0.885942,0.851182,0.929145,0.810272,0.892613,0.035909,0.964091,0.107387,0.892892,0.892613,0.892595,0.856849,0.928721,0.824368,0.892321,0.892613,0,0.258,0,0.25,0,250,1015857,1013840,255059,89.261328,25.015518,?
