@relation 'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18'

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_right_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
1.093517,0.177905,-0.785832,-0.00808,-1.093517,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
1.012877,0.177905,-0.710792,-0.00808,-1.012877,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.932238,0.177905,-0.635753,-0.00808,-0.932238,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.851599,0.177905,-0.560713,-0.00808,-0.851599,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.77096,0.177905,-0.485674,-0.00808,-0.77096,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.690321,0.177905,-0.410634,-0.00808,-0.690321,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.609682,0.177905,-0.335595,-0.00808,-0.609682,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.529043,0.177905,-0.260556,-0.00808,-0.529043,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.448404,0.177905,-0.185516,-0.00808,-0.448404,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.367764,0.177905,-0.110477,-0.00808,-0.367764,-0.177905,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,DOWN
0.367764,0.255825,-0.110477,-0.085649,-0.367764,-0.255825,-0.028297,1.42769,-0.732888,0.717538,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.333745,-0.110477,-0.163219,-0.367764,-0.333745,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.411664,-0.110477,-0.240788,-0.367764,-0.411664,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.489584,-0.110477,-0.318357,-0.367764,-0.489584,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.567504,-0.110477,-0.395927,-0.367764,-0.567504,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.645423,-0.110477,-0.473496,-0.367764,-0.645423,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.723343,-0.110477,-0.551066,-0.367764,-0.723343,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.801263,-0.110477,-0.628635,-0.367764,-0.801263,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.879182,-0.110477,-0.706205,-0.367764,-0.879182,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,DOWN
0.367764,0.957102,-0.110477,-0.783774,-0.367764,-0.957102,-0.028297,1.42769,-0.029072,1.455597,3.318423,3.321718,-0.548909,1.752734,-0.610712,LEFT
0.287125,0.957102,-0.035437,-0.783774,-0.287125,-0.957102,-1.411698,-0.020272,-0.732888,0.717538,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.206486,0.957102,0.039602,-0.783774,-0.206486,-0.957102,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,LEFT
0.125847,0.957102,0.114642,-0.783774,-0.125847,-0.957102,-1.411698,-0.020272,-1.436703,-0.02052,3.318423,3.321718,-0.548909,-0.570481,-0.610712,UP
0.125847,0.879182,0.114642,-0.706205,-0.125847,-0.879182,-0.028297,-1.468235,-0.732888,-0.758578,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.801263,0.114642,-0.628635,-0.125847,-0.801263,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.723343,0.114642,-0.551066,-0.125847,-0.723343,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.645423,0.114642,-0.473496,-0.125847,-0.645423,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.567504,0.114642,-0.395927,-0.125847,-0.567504,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.489584,0.114642,-0.318357,-0.125847,-0.489584,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.411664,0.114642,-0.240788,-0.125847,-0.411664,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.333745,0.114642,-0.163219,-0.125847,-0.333745,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,UP
0.125847,0.255825,0.114642,-0.085649,-0.125847,-0.255825,-0.028297,-1.468235,-0.029072,-1.496637,3.318423,3.321718,1.821615,-0.570481,-0.610712,RIGHT
0.206486,0.255825,0.039602,-0.085649,-0.206486,-0.255825,1.355104,-0.020272,0.674743,-0.758578,3.318423,3.321718,-0.548909,-0.570481,1.637271,RIGHT
0.287125,0.255825,-0.785832,-0.783774,-0.287125,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.152018,-0.366917,-0.548909,-0.570481,1.637271,RIGHT
0.367764,0.255825,-0.860871,-0.783774,-0.367764,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,RIGHT
0.448404,0.255825,-0.935911,-0.783774,-0.448404,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,RIGHT
0.529043,0.255825,-1.01095,-0.783774,-0.529043,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,RIGHT
0.609682,0.255825,-1.08599,-0.783774,-0.609682,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,RIGHT
0.690321,0.255825,-1.161029,-0.783774,-0.690321,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,RIGHT
0.77096,0.255825,-1.236068,-0.783774,-0.77096,-0.255825,1.355104,-0.020272,1.378558,-0.02052,-0.079717,-0.29459,-0.548909,-0.570481,1.637271,UP
