@relation snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Standardize

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_left_border numeric
@attribute Dist_right_border numeric
@attribute Dist_top_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Dist_Tail_x numeric
@attribute Dist_Tail_y numeric
@attribute Horizontal_Weight numeric
@attribute Vertical_Weight numeric
@attribute Score numeric
@attribute Length numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
-1.060212,-1.553413,-1.193933,0.750314,-0.254964,2.01841,-1.060212,1.060212,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-1.221136,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.625813,-1.60381,-0.55919,-0.578299,1.696918,RIGHT
-0.97802,-1.553413,-1.193933,0.750314,-0.320379,2.01841,-0.97802,0.97802,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-1.13936,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.626437,-1.60381,-0.55919,-0.578299,1.696918,RIGHT
-0.895828,-1.553413,-1.193933,0.750314,-0.385793,2.01841,-0.895828,0.895828,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-1.057584,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.627061,-1.60381,-0.55919,-0.578299,1.696918,RIGHT
-0.813636,-1.553413,-1.193933,0.750314,-0.451208,2.01841,-0.813636,0.813636,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.975808,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.627685,-1.60381,-0.55919,-0.578299,1.696918,RIGHT
-0.731444,-1.553413,-1.193933,0.750314,-0.516623,2.01841,-0.731444,0.731444,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.894031,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.628308,-1.60381,-0.55919,-0.578299,1.696918,RIGHT
-0.649253,-1.553413,-1.193933,0.750314,-0.582038,2.01841,-0.649253,0.649253,-1.553413,1.553413,1.392591,-0.017751,1.418172,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.812255,-1.529664,0.133579,-0.019661,0.030189,-0.006254,-1.628932,-1.60381,-0.55919,-0.578299,1.696918,DOWN
-0.649253,-1.473218,-1.193933,0.750314,-0.582038,1.951174,-0.649253,0.649253,-1.473218,1.473218,-0.006082,1.41263,0.705875,0.711444,7.110526,7.12203,6.892217,2.58896,-0.730479,-1.529664,0.067887,0.045584,0.030189,-0.006254,-1.629556,-1.60381,-0.55919,1.729025,-0.589241,DOWN
-0.649253,-1.393023,-1.193933,0.750314,-0.582038,1.883939,-0.649253,0.649253,-1.393023,1.393023,-0.006082,1.41263,-0.006422,1.440757,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.529664,0.002195,0.110829,0.030189,-0.006254,-1.63018,-1.60381,-0.55919,1.729025,-0.589241,DOWN
-0.649253,-1.312827,-1.193933,0.750314,-0.582038,1.816703,-0.649253,0.649253,-1.312827,1.312827,-0.006082,1.41263,-0.006422,1.440757,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.449447,0.002195,0.110829,0.030189,-0.006254,-1.630804,-1.60381,-0.55919,1.729025,-0.589241,DOWN
-0.649253,-1.232632,-1.193933,0.750314,-0.582038,1.749467,-0.649253,0.649253,-1.232632,1.232632,-0.006082,1.41263,-0.006422,1.440757,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.36923,0.002195,0.110829,0.030189,-0.006254,-1.631428,-1.60381,-0.55919,1.729025,-0.589241,DOWN
-0.649253,-1.152437,-1.193933,0.750314,-0.582038,1.682232,-0.649253,0.649253,-1.152437,1.152437,-0.006082,1.41263,-0.006422,1.440757,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.289013,0.002195,0.110829,0.030189,-0.006254,-1.632052,-1.60381,-0.55919,1.729025,-0.589241,DOWN
-0.649253,-1.072242,-1.193933,0.750314,-0.582038,1.614996,-0.649253,0.649253,-1.072242,1.072242,-0.006082,1.41263,-0.006422,1.440757,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.208796,0.002195,0.110829,0.030189,-0.006254,-1.632676,-1.60381,-0.55919,1.729025,-0.589241,LEFT
-0.731444,-1.072242,-1.193933,0.750314,-0.516623,1.614996,-0.731444,0.731444,-1.072242,1.072242,-1.404756,-0.017751,-0.718719,0.711444,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.128579,-0.063497,0.045584,0.030189,-0.006254,-1.6333,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
-0.813636,-1.072242,-1.193933,0.750314,-0.451208,1.614996,-0.813636,0.813636,-1.072242,1.072242,-1.404756,-0.017751,-1.431016,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.648702,-1.048361,-0.129189,-0.019661,0.030189,-0.006254,-1.633924,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
-0.895828,-1.072242,-1.193933,0.750314,-0.385793,1.614996,-0.895828,0.895828,-1.072242,1.072242,-1.404756,-0.017751,-1.431016,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.730479,-1.048361,-0.129189,-0.019661,0.030189,-0.006254,-1.634548,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
-0.97802,-1.072242,-1.193933,0.750314,-0.320379,1.614996,-0.97802,0.97802,-1.072242,1.072242,-1.404756,-0.017751,-1.431016,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.812255,-1.048361,-0.129189,-0.019661,0.030189,-0.006254,-1.635172,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
-1.060212,-1.072242,-1.193933,0.750314,-0.254964,1.614996,-1.060212,1.060212,-1.072242,1.072242,-1.404756,-0.017751,-1.431016,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.894031,-1.048361,-0.129189,-0.019661,0.030189,-0.006254,-1.635796,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
-1.142404,-1.072242,-1.193933,0.750314,-0.189549,1.614996,-1.142404,1.142404,-1.072242,1.072242,-1.404756,-0.017751,-1.431016,-0.017869,7.110526,7.12203,6.892217,2.58896,-0.975808,-1.048361,-0.129189,-0.019661,0.030189,-0.006254,-1.63642,-1.60381,-0.55919,-0.578299,-0.589241,LEFT
