@relation snake_game-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Standardize

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_left_border numeric
@attribute Dist_right_border numeric
@attribute Dist_top_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Dist_Tail_x numeric
@attribute Dist_Tail_y numeric
@attribute Horizontal_Weight numeric
@attribute Vertical_Weight numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.382219,1.441164,0.810456,0.95509,0.639631,-0.235968,0.382219,-0.382219,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.659062,-1.004153,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.464404,1.441164,0.810456,0.95509,0.546688,-0.235968,0.464404,-0.464404,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.611143,-0.922538,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.546588,1.441164,0.810456,0.95509,0.453745,-0.235968,0.546588,-0.546588,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.563224,-0.840922,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.628773,1.441164,0.810456,0.95509,0.360802,-0.235968,0.628773,-0.628773,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.515305,-0.759307,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.710958,1.441164,0.810456,0.95509,0.267859,-0.235968,0.710958,-0.710958,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.467386,-0.677692,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.793142,1.441164,0.810456,0.95509,0.174916,-0.235968,0.793142,-0.793142,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.419467,-0.596076,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.875327,1.441164,0.810456,0.95509,0.081973,-0.235968,0.875327,-0.875327,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.371548,-0.514461,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,RIGHT
0.957512,1.441164,0.810456,0.95509,-0.01097,-0.235968,0.957512,-0.957512,1.441164,-1.441164,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,0.323629,-0.432846,1.444207,1.709919,-0.003337,-1.474522,-0.000115,-0.55169,-0.584283,1.671494,UP
0.957512,1.361933,0.810456,0.95509,-0.01097,-0.181105,0.957512,-0.957512,1.361933,-1.361933,-0.020972,-1.46257,0.687574,-0.758884,-0.118,-0.349,-0.040596,0.227791,-0.35123,1.444207,1.609064,-0.101054,-1.290175,-1.504583,1.812437,-0.584283,-0.59821,UP
0.957512,1.282702,0.810456,0.95509,-0.01097,-0.126241,0.957512,-0.957512,1.282702,-1.282702,-0.020972,-1.46257,-0.021907,-1.48702,-0.195294,-0.426301,-0.117219,0.131953,-0.269615,1.444207,1.508208,-0.198771,-1.105827,-1.504583,1.812437,-0.584283,-0.59821,UP
0.957512,1.203471,0.810456,0.95509,-0.01097,-0.071377,0.957512,-0.957512,1.203471,-1.203471,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.193842,0.036114,-0.187999,1.444207,1.407353,-0.296487,-0.92148,-1.504583,1.812437,-0.584283,-0.59821,UP
0.957512,1.12424,1.372653,1.161397,0.732574,0.148079,0.957512,-0.957512,1.12424,-1.12424,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,-0.059724,-0.187999,1.444207,1.407353,-0.394204,-0.698323,-1.4254,1.812437,-0.584283,-0.59821,RIGHT
1.039696,1.12424,1.372653,1.161397,0.639631,0.148079,1.039696,-1.039696,1.12424,-1.12424,1.376646,-0.030309,0.687574,-0.758884,-0.195294,-0.426301,-0.193842,-0.059724,-0.106384,1.444207,1.407353,-0.394204,-1.396902,-1.24724,-0.55169,-0.584283,1.671494,RIGHT
1.121881,1.12424,1.372653,1.161397,0.546688,0.148079,1.121881,-1.121881,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.118,-0.349,-0.117219,-0.059724,-0.024769,1.444207,1.407353,-0.394204,-1.396902,-1.069079,-0.55169,-0.584283,1.671494,RIGHT
1.204066,1.12424,1.372653,1.161397,0.453745,0.148079,1.204066,-1.204066,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,-0.040596,-0.059724,0.056847,1.444207,1.407353,-0.394204,-1.396902,-0.890919,-0.55169,-0.584283,1.671494,RIGHT
1.28625,1.12424,1.372653,1.161397,0.360802,0.148079,1.28625,-1.28625,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,-0.059724,0.138462,1.444207,1.407353,-0.394204,-1.396902,-0.712758,-0.55169,-0.584283,1.671494,RIGHT
1.368435,1.12424,1.372653,1.161397,0.267859,0.148079,1.368435,-1.368435,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,-0.107643,0.220077,1.444207,1.407353,-0.394204,-1.396902,-0.534597,-0.55169,-0.584283,1.671494,RIGHT
1.45062,1.12424,1.372653,1.161397,0.174916,0.148079,1.45062,-1.45062,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,-0.155562,0.301693,1.444207,1.407353,-0.394204,-1.396902,-0.356437,-0.55169,-0.584283,1.671494,RIGHT
1.532804,1.12424,1.372653,1.161397,0.081973,0.148079,1.532804,-1.532804,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,-0.203481,0.383308,1.444207,1.407353,-0.394204,-1.396902,-0.178276,-0.55169,-0.584283,1.671494,RIGHT
1.614989,1.12424,1.372653,1.161397,-0.01097,0.148079,1.614989,-1.614989,1.12424,-1.12424,1.376646,-0.030309,1.397055,-0.030748,-0.040706,-0.271699,0.036027,-0.2514,0.464923,1.444207,1.407353,-0.394204,-1.396902,-0.000115,-0.55169,-0.584283,1.671494,DOWN
1.614989,1.203471,1.372653,1.161397,-0.01097,0.093215,1.614989,-1.614989,1.203471,-1.203471,-0.020972,1.401951,0.687574,0.697389,-0.118,-0.194398,-0.040596,-0.2514,0.546539,1.444207,1.306498,-0.296487,-1.222257,1.42517,-0.55169,1.711335,-0.59821,DOWN
1.614989,1.282702,1.372653,1.161397,-0.01097,0.038351,1.614989,-1.614989,1.282702,-1.282702,-0.020972,1.401951,-0.021907,1.425525,-0.195294,-0.117097,-0.117219,-0.2514,0.628154,1.444207,1.205643,-0.198771,-1.047612,1.42517,-0.55169,1.711335,-0.59821,DOWN
1.614989,1.361933,-0.595036,1.367703,-2.613371,0.148079,1.614989,-1.614989,1.361933,-1.361933,-0.020972,1.401951,-0.021907,1.425525,-0.272587,-0.039796,-0.193842,-0.2514,0.628154,1.444207,1.205643,-0.101054,-0.995219,1.523158,-0.55169,1.711335,-0.59821,LEFT
1.532804,1.361933,-0.595036,1.367703,-2.520428,0.148079,1.532804,-1.532804,1.361933,-1.361933,-1.418591,-0.030309,-0.731388,0.697389,-0.349881,-0.117097,-0.347087,-0.299319,0.709769,1.444207,1.003933,-0.101054,0.000256,1.353905,-0.55169,-0.584283,-0.59821,LEFT
1.45062,1.361933,-0.595036,1.367703,-2.427485,0.148079,1.45062,-1.45062,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.427175,-0.194398,-0.42371,-0.299319,0.791385,1.444207,0.802223,-0.101054,0.663905,1.184653,-0.55169,-0.584283,-0.59821,LEFT
1.368435,1.361933,-0.595036,1.367703,-2.334542,0.148079,1.368435,-1.368435,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.500333,-0.299319,0.873,1.444207,0.600513,-0.101054,1.327555,1.0154,-0.55169,-0.584283,-0.59821,LEFT
1.28625,1.361933,-0.595036,1.367703,-2.241599,0.148079,1.28625,-1.28625,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.299319,0.954615,1.444207,0.398803,-0.101054,1.493467,0.846148,-0.55169,-0.584283,-0.59821,LEFT
1.204066,1.361933,-0.595036,1.367703,-2.148656,0.148079,1.204066,-1.204066,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.2514,0.954615,1.364958,0.297947,-0.003337,1.493467,0.676895,-0.55169,-0.584283,-0.59821,LEFT
1.121881,1.361933,-0.595036,1.367703,-2.055714,0.148079,1.121881,-1.121881,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.203481,0.954615,1.285708,0.197092,0.09438,1.493467,0.507642,-0.55169,-0.584283,-0.59821,LEFT
1.039696,1.361933,-0.595036,1.367703,-1.962771,0.148079,1.039696,-1.039696,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.155562,0.954615,1.206459,0.096237,0.192097,1.493467,0.33839,-0.55169,-0.584283,-0.59821,LEFT
0.957512,1.361933,-0.595036,1.367703,-1.869828,0.148079,0.957512,-0.957512,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.107643,0.954615,1.127209,-0.004618,0.289814,1.493467,0.169137,-0.55169,-0.584283,-0.59821,LEFT
0.875327,1.361933,-0.595036,1.367703,-1.776885,0.148079,0.875327,-0.875327,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.059724,1.036231,1.127209,-0.206328,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.793142,1.361933,-0.595036,1.367703,-1.683942,0.148079,0.793142,-0.793142,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,-0.011805,1.117846,1.127209,-0.408038,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.710958,1.361933,-0.595036,1.367703,-1.590999,0.148079,0.710958,-0.710958,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.036114,1.199461,1.127209,-0.609748,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.628773,1.361933,-0.595036,1.367703,-1.498056,0.148079,0.628773,-0.628773,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.084033,1.281077,1.127209,-0.811459,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.546588,1.361933,-0.595036,1.367703,-1.405113,0.148079,0.546588,-0.546588,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.131953,1.362692,1.127209,-1.013169,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.464404,1.361933,-0.595036,1.367703,-1.31217,0.148079,0.464404,-0.464404,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.179872,1.444307,1.127209,-1.214879,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.382219,1.361933,-0.595036,1.367703,-1.219227,0.148079,0.382219,-0.382219,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.227791,1.525923,1.127209,-1.416589,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.300034,1.361933,-0.595036,1.367703,-1.126285,0.148079,0.300034,-0.300034,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.27571,1.607538,1.127209,-1.618299,0.289814,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.217849,1.361933,-0.595036,1.367703,-1.033342,0.148079,0.217849,-0.217849,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.323629,1.607538,1.206459,-1.719154,0.192097,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.135665,1.361933,-0.595036,1.367703,-0.940399,0.148079,0.135665,-0.135665,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.371548,1.607538,1.285708,-1.820009,0.09438,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
0.05348,1.361933,-0.595036,1.367703,-0.847456,0.148079,0.05348,-0.05348,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.419467,1.607538,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.028705,1.361933,-0.595036,1.367703,-0.754513,0.148079,-0.028705,0.028705,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.467386,1.525923,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.110889,1.361933,-0.595036,1.367703,-0.66157,0.148079,-0.110889,0.110889,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.515305,1.444307,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.193074,1.361933,-0.595036,1.367703,-0.568627,0.148079,-0.193074,0.193074,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.563224,1.362692,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.275259,1.361933,-0.595036,1.367703,-0.475684,0.148079,-0.275259,0.275259,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.611143,1.281077,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.357443,1.361933,-0.595036,1.367703,-0.382741,0.148079,-0.357443,0.357443,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.659062,1.199461,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.439628,1.361933,-0.595036,1.367703,-0.289798,0.148079,-0.439628,0.439628,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.706981,1.117846,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.521813,1.361933,-0.595036,1.367703,-0.196856,0.148079,-0.521813,0.521813,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.7549,1.036231,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.603997,1.361933,-0.595036,1.367703,-0.103913,0.148079,-0.603997,0.603997,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.802819,0.954615,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-0.686182,1.361933,-0.595036,1.367703,-0.01097,0.148079,-0.686182,0.686182,1.361933,-1.361933,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,0.850738,0.873,1.364958,-1.920864,-0.003337,1.493467,-0.000115,-0.55169,-0.584283,-0.59821,DOWN
-0.686182,1.441164,-0.595036,1.367703,-0.01097,0.093215,-0.686182,0.686182,1.441164,-1.441164,-0.020972,1.401951,-0.731388,0.697389,-0.427175,-0.194398,-0.500333,0.946576,0.791385,1.364958,-1.820009,0.09438,1.327555,1.523158,-0.55169,1.711335,-0.59821,DOWN
-0.686182,1.520395,-0.595036,1.367703,-0.01097,0.038351,-0.686182,0.686182,1.520395,-1.520395,-0.020972,1.401951,-0.021907,1.425525,-0.349881,-0.117097,-0.42371,1.042414,0.709769,1.364958,-1.719154,0.192097,1.161643,1.523158,-0.55169,1.711335,-0.59821,DOWN
-0.686182,1.599627,-1.438331,-0.145211,-1.126285,-1.223518,-0.686182,0.686182,1.599627,-1.599627,-0.020972,1.401951,-0.021907,1.425525,-0.272587,-0.039796,-0.347087,1.138252,0.709769,1.364958,-1.719154,0.289814,0.948327,1.450621,-0.55169,1.711335,-0.59821,LEFT
-0.768367,1.599627,-1.438331,-0.145211,-1.033342,-1.223518,-0.768367,0.768367,1.599627,-1.599627,-1.418591,-0.030309,-0.731388,0.697389,-0.349881,-0.117097,-0.347087,1.186171,0.628154,1.364958,-1.719154,0.289814,1.422362,1.289428,-0.55169,-0.584283,-0.59821,LEFT
-0.850551,1.599627,-1.438331,-0.145211,-0.940399,-1.223518,-0.850551,0.850551,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.427175,-0.194398,-0.42371,1.186171,0.546539,1.364958,-1.719154,0.289814,1.422362,1.128235,-0.55169,-0.584283,-0.59821,LEFT
-0.932736,1.599627,-1.438331,-0.145211,-0.847456,-1.223518,-0.932736,0.932736,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.500333,1.186171,0.464923,1.364958,-1.719154,0.289814,1.422362,0.967042,-0.55169,-0.584283,-0.59821,LEFT
-1.014921,1.599627,-1.438331,-0.145211,-0.754513,-1.223518,-1.014921,1.014921,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.186171,0.383308,1.364958,-1.719154,0.289814,1.422362,0.805849,-0.55169,-0.584283,-0.59821,LEFT
-1.097105,1.599627,-1.438331,-0.145211,-0.66157,-1.223518,-1.097105,1.097105,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.234091,0.301693,1.364958,-1.719154,0.289814,1.422362,0.644656,-0.55169,-0.584283,-0.59821,LEFT
-1.17929,1.599627,-1.438331,-0.145211,-0.568627,-1.223518,-1.17929,1.17929,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.28201,0.220077,1.364958,-1.719154,0.289814,1.422362,0.483463,-0.55169,-0.584283,-0.59821,LEFT
-1.261475,1.599627,-1.438331,-0.145211,-0.475684,-1.223518,-1.261475,1.261475,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.329929,0.138462,1.364958,-1.719154,0.289814,1.422362,0.322271,-0.55169,-0.584283,-0.59821,LEFT
-1.343659,1.599627,-1.438331,-0.145211,-0.382741,-1.223518,-1.343659,1.343659,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.377848,0.056847,1.364958,-1.719154,0.289814,1.422362,0.161078,-0.55169,-0.584283,-0.59821,LEFT
-1.425844,1.599627,-1.438331,-0.145211,-0.289798,-1.223518,-1.425844,1.425844,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.425767,-0.024769,1.364958,-1.719154,0.289814,1.422362,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-1.508029,1.599627,-1.438331,-0.145211,-0.196856,-1.223518,-1.508029,1.508029,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.473686,-0.106384,1.364958,-1.719154,0.289814,1.422362,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-1.590213,1.599627,-1.438331,-0.145211,-0.103913,-1.223518,-1.590213,1.590213,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.521605,-0.187999,1.364958,-1.719154,0.289814,1.422362,-0.000115,-0.55169,-0.584283,-0.59821,LEFT
-1.672398,1.599627,-1.438331,-0.145211,-0.01097,-1.223518,-1.672398,1.672398,1.599627,-1.599627,-1.418591,-0.030309,-1.440869,-0.030748,-0.504469,-0.271699,-0.576955,1.569524,-0.269615,1.364958,-1.719154,0.289814,1.422362,-0.000115,-0.55169,-0.584283,-0.59821,UP
-1.672398,1.520395,-1.438331,-0.145211,-0.01097,-1.168654,-1.672398,1.672398,1.520395,-1.520395,-0.020972,-1.46257,-0.731388,-0.758884,-0.427175,-0.349,-0.500333,1.569524,-0.35123,1.364958,-1.618299,0.192097,1.26435,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.441164,-1.438331,-0.145211,-0.01097,-1.11379,-1.672398,1.672398,1.441164,-1.441164,-0.020972,-1.46257,-0.021907,-1.48702,-0.349881,-0.426301,-0.42371,1.569524,-0.432846,1.364958,-1.517444,0.09438,1.106338,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.361933,-1.438331,-0.145211,-0.01097,-1.058926,-1.672398,1.672398,1.361933,-1.361933,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.347087,1.569524,-0.514461,1.364958,-1.416589,-0.003337,0.948327,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.282702,-1.438331,-0.145211,-0.01097,-1.004062,-1.672398,1.672398,1.282702,-1.282702,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.569524,-0.596076,1.364958,-1.315734,-0.101054,0.790315,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.203471,-1.438331,-0.145211,-0.01097,-0.949199,-1.672398,1.672398,1.203471,-1.203471,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.521605,-0.677692,1.364958,-1.214879,-0.198771,0.632303,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.12424,-1.438331,-0.145211,-0.01097,-0.894335,-1.672398,1.672398,1.12424,-1.12424,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.473686,-0.677692,1.444207,-1.214879,-0.394204,0.474291,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,1.045009,-1.438331,-0.145211,-0.01097,-0.839471,-1.672398,1.672398,1.045009,-1.045009,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.425767,-0.677692,1.523457,-1.214879,-0.589638,0.316279,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.965778,-1.438331,-0.145211,-0.01097,-0.784607,-1.672398,1.672398,0.965778,-0.965778,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.377848,-0.677692,1.602706,-1.214879,-0.785072,0.158267,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.886547,-1.438331,-0.145211,-0.01097,-0.729743,-1.672398,1.672398,0.886547,-0.886547,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.329929,-0.759307,1.602706,-1.114024,-0.882789,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.807316,-1.438331,-0.145211,-0.01097,-0.674879,-1.672398,1.672398,0.807316,-0.807316,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.28201,-0.840922,1.602706,-1.013169,-0.980505,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.728085,-1.438331,-0.145211,-0.01097,-0.620015,-1.672398,1.672398,0.728085,-0.728085,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.234091,-0.922538,1.602706,-0.912314,-1.078222,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.648854,-1.438331,-0.145211,-0.01097,-0.565152,-1.672398,1.672398,0.648854,-0.648854,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.186171,-1.004153,1.602706,-0.811459,-1.175939,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.569623,-1.438331,-0.145211,-0.01097,-0.510288,-1.672398,1.672398,0.569623,-0.569623,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.138252,-1.085768,1.602706,-0.710603,-1.273656,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.490392,-1.438331,-0.145211,-0.01097,-0.455424,-1.672398,1.672398,0.490392,-0.490392,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.090333,-1.167384,1.602706,-0.609748,-1.371373,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.411161,-1.438331,-0.145211,-0.01097,-0.40056,-1.672398,1.672398,0.411161,-0.411161,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,1.042414,-1.248999,1.602706,-0.508893,-1.46909,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.33193,-1.438331,-0.145211,-0.01097,-0.345696,-1.672398,1.672398,0.33193,-0.33193,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,0.994495,-1.330614,1.602706,-0.408038,-1.566807,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.252699,-1.438331,-0.145211,-0.01097,-0.290832,-1.672398,1.672398,0.252699,-0.252699,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,0.946576,-1.41223,1.602706,-0.307183,-1.664524,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.173468,-1.438331,-0.145211,-0.01097,-0.235968,-1.672398,1.672398,0.173468,-0.173468,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,0.898657,-1.493845,1.602706,-0.206328,-1.76224,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.094237,-1.438331,-0.145211,-0.01097,-0.181105,-1.672398,1.672398,0.094237,-0.094237,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,0.850738,-1.57546,1.602706,-0.105473,-1.859957,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
-1.672398,0.015006,-1.438331,-0.145211,-0.01097,-0.126241,-1.672398,1.672398,0.015006,-0.015006,-0.020972,-1.46257,-0.021907,-1.48702,-0.272587,-0.503602,-0.270464,0.802819,-1.657076,1.602706,-0.004618,-1.957674,0.000256,-1.450852,1.812437,-0.584283,-0.59821,UP
