@relation 'snake_game-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R5-6,8,23-weka.filters.unsupervised.attribute.AddExpression-Ea1-a15-NDist_tail_x-weka.filters.unsupervised.attribute.AddExpression-Ea2-a16-NDist_tail_y-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,20-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_right_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Horizontal_weight numeric
@attribute Vertical_weight numeric
@attribute Length numeric
@attribute Dist_tail_x numeric
@attribute Dist_tail_y numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.723404,0.702128,0.673913,0.565217,0.276596,0.297872,0.5,0,0.5,0,0.056604,0,0.092593,0.444444,0.553191,0.765957,0.158536,0.030199,0.230769,0.578125,0.440678,UP
0.468085,0.404255,0.673913,0.195652,0.531915,0.595745,0.5,0,0.5,0,0.056604,0,0.074074,0.411111,0.574468,0.829787,0.598499,0.00721,0.589744,0.375,0.152542,UP
0.702128,0.829787,0.652174,0,0.297872,0.170213,0.5,0,0.5,0,1,1,1,1,0.702128,0.893617,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.702128,0.744681,0.695652,0.086957,0.297872,0.255319,0.5,0,0.5,0,0.056604,0,0.074074,0.466667,0.595745,0.765957,0.207317,0.011901,0.461538,0.53125,0.474576,UP
0.382979,0.829787,0.130435,0.152174,0.617021,0.170213,0.5,0,0.5,0,0.056604,0,0.074074,0.677778,0.148936,0.93617,0.168579,0.017642,0.358974,0.625,0.40678,UP
0.702128,0.106383,0.652174,0,0.297872,0.893617,0.5,0,0.5,0,1,1,1,1,0.702128,0.170213,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.425532,0.702128,0.478261,0.434783,0.574468,0.297872,0,0.5,0,0.5,0,0.056604,0,0.544444,0.659574,0.425532,0.998352,0.915268,0.871795,0.28125,0.711864,UP
0.638298,0.702128,0.608696,0.608696,0.361702,0.297872,0.5,0,0.5,0,0.056604,0,0.092593,0.488889,0.510638,0.765957,0.192683,0.038739,0.179487,0.546875,0.440678,UP
0.723404,0.170213,0.73913,0,0.276596,0.829787,0.5,0,0.5,0,0.056604,0,0.074074,0.155556,0.723404,0.255319,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.446809,0.787234,0.152174,0,0.553191,0.212766,0.5,0,0.5,0,0.056604,0,0.074074,0.622222,0.255319,0.787234,0.150776,0.034081,0.487179,0.59375,0.491525,UP
0.234043,0.659574,0.76087,0.413043,0.765957,0.340426,0.5,0,0.5,0,0.056604,0,0.074074,0.666667,0.382979,0.914894,0.679268,0.013121,0.435897,0.34375,0.288136,UP
0.680851,0.276596,0.565217,0.195652,0.319149,0.723404,0.5,0,0.5,0,1,1,1,1,0.680851,0.319149,0.5,0.158286,0,0.453125,0.457627,UP
0.93617,0.744681,0.978261,0.652174,0.06383,0.255319,0.5,0,0.5,0,0.056604,0,0.074074,0.344444,0.595745,0.87234,0.14369,0.00978,0.512821,0.703125,0.389831,UP
0.93617,0.510638,0.978261,0.521739,0.06383,0.489362,0.5,0,0.5,0,1,1,1,1,0.93617,0.553191,0.5,0.158286,0,0.453125,0.457627,UP
0.170213,0.319149,0.130435,0.152174,0.829787,0.680851,0.5,0,0.5,0,0.056604,0,0.074074,0.522222,0.170213,0.659574,0.5,0.017642,0.358974,0.453125,0.220339,UP
0.042553,0.93617,0.021739,0.652174,0.957447,0.06383,1,0.5,1,0.5,0.09434,0.075472,0.111111,0.933333,0,0.893617,0.090244,0.70479,0.051282,0.484375,0.525424,UP
0.553191,0.680851,0.5,0.478261,0.446809,0.319149,0.5,0,0.5,0,0.056604,0,0.074074,0.511111,0.531915,0.765957,0.414634,0.072895,0.076923,0.46875,0.423729,UP
0.595745,0.468085,0.173913,0.152174,0.404255,0.531915,0.5,0,0.5,0,0.056604,0,0.074074,0.377778,0.595745,0.553191,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.510638,0.617021,0.478261,0.391304,0.489362,0.382979,0.5,0,0.5,0,0.056604,0,0.074074,0.5,0.170213,0.765957,0.170732,0.005802,0.641026,0.703125,0.372881,UP
0.446809,0.468085,0.826087,0.282609,0.553191,0.531915,0.5,0,0.5,0,0.056604,0,0.074074,0.455556,0.574468,0.680851,0.717295,0.00303,0.769231,0.359375,0.322034,UP
0.659574,0.765957,0.673913,0.695652,0.340426,0.234043,0.5,0,0.5,0,0.056604,0,0.074074,0.5,0.787234,0.659574,0.892683,0.294912,0.692308,0.359375,0.576271,UP
0.106383,0.06383,0.130435,0.152174,0.893617,0.93617,0.5,0,0.5,0,0.056604,0,0.055556,0.411111,0.170213,0.340426,0.891679,0.017642,0.358974,0.40625,0.271186,UP
0.276596,0.106383,0.282609,0.021739,0.723404,0.893617,0.5,0,0.5,0,0.056604,0,0.074074,0.355556,0.276596,0.255319,0.5,0.051547,0.128205,0.453125,0.372881,UP
0.659574,0.595745,1,0.869565,0.340426,0.404255,0.5,0,0.5,0,0.056604,0,0.074074,0.411111,0.659574,0.723404,0.5,0.060696,0.102564,0.453125,0.389831,UP
0.595745,0.340426,0.608696,0.608696,0.404255,0.659574,0.5,0,0.5,0,0.056604,0,0.074074,0.311111,0.595745,0.531915,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.297872,0.851064,0.347826,0.5,0.702128,0.148936,0.5,0,0.25,0.25,0.018868,0.037736,0.018519,0.7,0.446809,0.87234,0.898374,0.044431,0.153846,0.34375,0.474576,UP
0.148936,0.276596,0.195652,0.130435,0.851064,0.723404,0.5,0,0.5,0,0.056604,0,0.074074,0.511111,0.234043,0.510638,0.692073,0.019526,0.333333,0.390625,0.305085,UP
0.93617,0.255319,0.978261,0.521739,0.06383,0.744681,0.5,0,0.5,0,1,1,1,1,0.93617,0.297872,0.5,0.158286,0,0.453125,0.457627,UP
0.042553,0.914894,0.021739,0.652174,0.957447,0.085106,0.5,0,0.75,0.25,0.09434,0.037736,0.111111,0.922222,0,0.914894,0.192683,0.192443,0.051282,0.484375,0.491525,UP
0.638298,0.170213,0.608696,0.152174,0.361702,0.829787,0.5,0,0.75,0.25,0.09434,0.037736,0.12963,0.233333,0.212766,0.191489,0.034368,0.010793,0.487179,0.765625,0.474576,UP
0.787234,0.212766,0.804348,0.152174,0.212766,0.787234,1,0.5,1,0.5,0.113208,0.056604,0.148148,0.188889,0.553191,0.148936,0.021951,0.602321,0.307692,0.625,0.542373,UP
0.361702,0.744681,0.391304,0.76087,0.638298,0.255319,0.5,0,0.5,0,0.037736,0.018868,0.037037,0.622222,0.617021,0.787234,0.909756,0.021661,0.307692,0.265625,0.457627,UP
0.553191,0.765957,0.630435,0.695652,0.446809,0.234043,0.5,0,0.5,0,0.056604,0,0.074074,0.555556,0.659574,0.787234,0.796534,0.01447,0.410256,0.375,0.474576,UP
0.446809,0.510638,0.152174,0,0.553191,0.489362,0.5,0,0.5,0,0.056604,0,0.074074,0.477778,0.404255,0.914894,0.453437,0.010793,0.487179,0.484375,0.169492,UP
0.531915,0.191489,0.804348,0.152174,0.468085,0.808511,0.5,0,0.25,0.25,0.018868,0.037736,0.018519,0.233333,0.808511,0.212766,0.943903,0.021661,0.307692,0.25,0.474576,UP
0.510638,0.510638,0.73913,0.065217,0.489362,0.489362,0.5,0,0.5,0,0.056604,0,0.074074,0.444444,0.680851,0.425532,0.846971,0.152777,0.717949,0.328125,0.559322,UP
0.297872,0.170213,0.23913,0,0.702128,0.829787,0.5,0,0.25,0.25,1,1,1,1,0.340426,0.191489,0.756098,0.115591,0.025641,0.421875,0.474576,UP
0.446809,0.893617,0.152174,0,0.553191,0.106383,0.5,0,0.75,0.25,0.09434,0.037736,0.12963,0.711111,0.255319,0.680851,0.034368,0.499851,0.487179,0.59375,0.661017,UP
0.085106,0.553191,0.108696,0.391304,0.914894,0.446809,0.5,0,0.5,0,0.037736,0.018868,0.037037,0.666667,0.212766,0.595745,0.841464,0.044431,0.153846,0.359375,0.457627,UP
0.446809,0.191489,0.347826,0.73913,0.553191,0.808511,0.5,0,0.5,0,0.056604,0,0.074074,0.311111,0.446809,0.425532,0.5,0.030199,0.230769,0.453125,0.305085,UP
0.06383,0.553191,0.065217,0.173913,0.93617,0.446809,0.5,0,0.5,0,0.037736,0.018868,0.037037,0.677778,0.361702,0.680851,0.939025,0.011901,0.461538,0.234375,0.389831,UP
0.468085,0.957447,0.195652,0.934783,0.531915,0.042553,1,0.5,1,0.5,0.113208,0.056604,0.148148,0.744444,0.382979,0.957447,0.090244,0.499851,0.051282,0.515625,0.491525,UP
0.808511,0.893617,0.434783,1,0.191489,0.106383,0.5,0,0.5,0,0.056604,0,0.074074,0.488889,0.787234,0.978723,0.414634,0.072895,0.076923,0.46875,0.423729,UP
0.340426,0.808511,0.195652,0.934783,0.659574,0.191489,0.5,0,0.5,0,0.056604,0,0.074074,0.688889,0.340426,0.893617,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.404255,0.531915,0.456522,0.217391,0.595745,0.468085,0.5,0,0.5,0,0.056604,0,0.074074,0.511111,0.531915,0.617021,0.77938,0.034081,0.205128,0.359375,0.423729,UP
0.659574,0.510638,1,0.869565,0.340426,0.489362,0.5,0,0.5,0,0.056604,0,0.074074,0.366667,0.659574,0.638298,0.5,0.060696,0.102564,0.453125,0.389831,UP
0.851064,0.574468,0.826087,0.043478,0.148936,0.425532,0.5,0,0.5,0,0.056604,0,0.074074,0.3,0.680851,0.744681,0.258967,0.017642,0.358974,0.578125,0.355932,UP
0.425532,0.574468,0.478261,0.717391,0.574468,0.425532,0.5,0,0.5,0,0.056604,0,0.074074,0.522222,0.425532,0.702128,0.5,0.060696,0.102564,0.453125,0.389831,UP
0.659574,0.723404,0.630435,0.695652,0.340426,0.276596,1,0.5,1,0.5,0.113208,0.056604,0.148148,0.522222,0.276596,0.723404,0.014762,0.499851,0.410256,0.734375,0.491525,UP
0.702128,0.425532,0.673913,0.326087,0.297872,0.574468,0.5,0,0.5,0,0.056604,0,0.074074,0.3,0.702128,0.617021,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.723404,0.553191,0.76087,0.608696,0.276596,0.446809,0.5,0,0.5,0,0.056604,0,0.074074,0.355556,0.723404,0.659574,0.5,0.072895,0.076923,0.453125,0.40678,UP
0.042553,0.829787,0.021739,0.652174,0.957447,0.170213,0.5,0,0.5,0,0.056604,0,0.074074,0.855556,0.042553,0.914894,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.638298,0.744681,0.608696,0.608696,0.361702,0.255319,0.5,0,0.5,0,0.037736,0.018868,0.037037,0.477778,0.744681,0.744681,0.858537,0.089973,0.179487,0.375,0.491525,UP
0.808511,0.234043,0.826087,0.130435,0.191489,0.765957,0.5,0,0.5,0,0.056604,0,0.074074,0.144444,0.808511,0.361702,0.5,0.060696,0.102564,0.453125,0.389831,UP
0.553191,0.808511,0.630435,0.695652,0.446809,0.191489,0.5,0,0.5,0,0.056604,0,0.074074,0.577778,0.659574,0.744681,0.85045,0.203229,0.410256,0.375,0.542373,UP
0.638298,0.255319,0.608696,0.26087,0.361702,0.744681,0.5,0,0.5,0,0.056604,0,0.074074,0.244444,0.851064,0.361702,0.820122,0.019526,0.333333,0.296875,0.40678,UP
0.659574,0.87234,0.673913,0.695652,0.340426,0.12766,0.5,0,0.25,0.25,0.018868,0.037736,0.018519,0.522222,0.680851,0.659574,0.978049,0.636478,0.692308,0.4375,0.661017,UP
0.468085,0.829787,0.673913,0.195652,0.531915,0.170213,0,0.5,0,0.5,0,0.056604,0,0.588889,0.744681,0.574468,0.992495,0.815142,0.589744,0.25,0.694915,UP
0.06383,0.234043,0.043478,0.065217,0.93617,0.765957,0.5,0,0.5,0,1,1,1,1,0.06383,0.297872,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.446809,0.851064,0.065217,0.26087,0.553191,0.148936,0.5,0,0.5,0,0.075472,0.018868,0.111111,0.677778,0.404255,0.893617,0.295122,0.089973,0.051282,0.484375,0.457627,UP
0.340426,0.468085,0.304348,0.23913,0.659574,0.531915,0.5,0,0.5,0,0.056604,0,0.074074,0.511111,0.340426,0.574468,0.5,0.072895,0.076923,0.453125,0.40678,UP
0.446809,0.765957,0.826087,0.282609,0.553191,0.234043,0.5,0,0.5,0,0.056604,0,0.074074,0.611111,0.787234,0.595745,0.93459,0.57748,0.769231,0.203125,0.627119,UP
0.744681,0.744681,0.608696,0.608696,0.255319,0.255319,0.5,0,0.5,0,0.056604,0,0.092593,0.455556,0.617021,0.808511,0.192683,0.038739,0.179487,0.546875,0.440678,UP
0.680851,0.085106,1,0.021739,0.319149,0.914894,0.5,0,0.5,0,1,1,1,1,0.680851,0.12766,0.5,0.158286,0,0.453125,0.457627,UP
0.595745,0.085106,0.608696,0.26087,0.404255,0.914894,0.5,0,0.5,0,0.056604,0,0.074074,0.177778,0.617021,0.382979,0.532012,0.019526,0.333333,0.4375,0.254237,UP
0.723404,0.914894,0.76087,0.76087,0.276596,0.085106,0.5,0,0.25,0.25,0.018868,0.037736,0.018519,0.511111,0.978723,0.723404,0.969513,0.41446,0.538462,0.265625,0.644068,UP
0.702128,0.085106,0.652174,0,0.297872,0.914894,0.5,0,0.5,0,1,1,1,1,0.702128,0.148936,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.170213,0.723404,0.130435,0.152174,0.829787,0.276596,0,0.5,0,0.5,0,0.056604,0,0.688889,0.382979,0.851064,0.982066,0.319023,0.358974,0.296875,0.389831,UP
0.808511,0.808511,0.913043,0.826087,0.191489,0.191489,0.5,0,0.5,0,0.056604,0,0.074074,0.444444,0.851064,1,0.585366,0.030199,0.230769,0.421875,0.338983,UP
0.021277,0.425532,0.217391,0.086957,0.978723,0.574468,0.5,0,0.5,0,0.056604,0,0.074074,0.655556,0.021277,0.638298,0.5,0.034081,0.205128,0.453125,0.322034,UP
0.468085,0.638298,0.673913,0.195652,0.531915,0.361702,0.5,0,0.5,0,0.056604,0,0.074074,0.533333,0.659574,0.680851,0.815197,0.00721,0.589744,0.3125,0.457627,UP
0.787234,0.531915,0.673913,0.695652,0.212766,0.468085,0.5,0,0.5,0,0.056604,0,0.074074,0.311111,0.787234,0.893617,0.17561,0.004582,0.692308,0.453125,0.20339,UP
0.617021,0.085106,0.978261,0.652174,0.382979,0.914894,0.5,0,0.5,0,0.056604,0,0.074074,0.166667,0.255319,0.191489,0.121421,0.00978,0.512821,0.71875,0.40678,UP
0.446809,0.702128,0.826087,0.282609,0.553191,0.297872,0.5,0,0.5,0,0.056604,0,0.074074,0.577778,0.723404,0.595745,0.888027,0.391172,0.769231,0.25,0.576271,UP
0.765957,0.659574,0.673913,0.695652,0.234043,0.340426,0.5,0,0.5,0,0.056604,0,0.092593,0.4,0.808511,0.425532,0.141463,0.636478,0.692308,0.421875,0.677966,UP
0.93617,0.851064,0.913043,0.826087,0.06383,0.148936,0.5,0,0.5,0,0.056604,0,0.074074,0.4,0.808511,0.957447,0.243902,0.030199,0.230769,0.546875,0.40678,UP
0.680851,0.106383,1,0.021739,0.319149,0.893617,0.5,0,0.5,0,1,1,1,1,0.680851,0.148936,0.5,0.158286,0,0.453125,0.457627,UP
0.425532,0.404255,0.282609,0.369565,0.574468,0.595745,0.5,0,0.5,0,0.056604,0,0.074074,0.433333,0.468085,0.489362,0.646341,0.060696,0.102564,0.421875,0.423729,UP
0.617021,0.234043,0.804348,0.152174,0.382979,0.765957,0.5,0,0.5,0,0.056604,0,0.074074,0.244444,0.744681,0.404255,0.704878,0.021661,0.307692,0.359375,0.355932,UP
0.617021,0.276596,0.347826,0.217391,0.382979,0.723404,0.5,0,0.5,0,0.056604,0,0.074074,0.266667,0.425532,0.425532,0.228838,0.017642,0.358974,0.59375,0.372881,UP
0.744681,0.468085,0.76087,0.521739,0.255319,0.531915,0.5,0,0.5,0,0.056604,0,0.074074,0.3,0.744681,0.680851,0.5,0.034081,0.205128,0.453125,0.322034,UP
0,0.595745,0,0.586957,1,0.404255,0.5,0,0.5,0,1,1,1,1,0,0.659574,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.212766,0.276596,0.717391,0.086957,0.787234,0.723404,0.5,0,0.5,0,0.056604,0,0.074074,0.477778,0.212766,0.468085,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.723404,0.787234,0.76087,0.76087,0.276596,0.212766,0.5,0,0.5,0,0.056604,0,0.074074,0.477778,0.978723,0.851064,0.841464,0.008852,0.538462,0.265625,0.440678,UP
0.893617,0.340426,0.869565,0.23913,0.106383,0.659574,0.5,0,0.5,0,0.056604,0,0.074074,0.155556,0.595745,0.510638,0.188229,0.00978,0.512821,0.671875,0.355932,UP
0.212766,0.765957,0.717391,0.086957,0.787234,0.234043,0,0.5,0,0.5,0,0.056604,0.018519,0.7,0.276596,0.893617,0.960976,0.192443,0.179487,0.40625,0.389831,UP
0.12766,0.106383,0.108696,0.065217,0.87234,0.893617,0.5,0,0.5,0,0.056604,0,0.074074,0.433333,0.234043,0.212766,0.732816,0.034081,0.205128,0.375,0.40678,UP
0.893617,0.510638,0.913043,0.826087,0.106383,0.489362,0.5,0,0.5,0,0.056604,0,0.074074,0.244444,0.893617,0.744681,0.5,0.030199,0.230769,0.453125,0.305085,UP
0.744681,0.361702,0.76087,0.521739,0.255319,0.638298,0.5,0,0.5,0,0.056604,0,0.074074,0.244444,0.744681,0.574468,0.5,0.034081,0.205128,0.453125,0.322034,UP
0.468085,0.425532,0.673913,0.195652,0.531915,0.574468,0.5,0,0.5,0,0.056604,0,0.074074,0.422222,0.595745,0.829787,0.618199,0.00721,0.589744,0.359375,0.169492,UP
0.723404,0.93617,0.76087,0.76087,0.276596,0.06383,0,0.5,0,0.5,0,0.056604,0,0.511111,0.978723,0.702128,0.990854,0.734677,0.538462,0.265625,0.677966,UP
0.680851,0.404255,0.73913,0.195652,0.319149,0.595745,0.5,0,0.5,0,0.056604,0,0.055556,0.288889,0.765957,0.446809,0.784553,0.044431,0.153846,0.390625,0.457627,UP
0.702128,0.489362,0.652174,0,0.297872,0.510638,0.5,0,0.5,0,1,1,1,1,0.702128,0.553191,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.829787,0.212766,0.804348,0.152174,0.170213,0.787234,1,0.5,1,0.5,0.113208,0.056604,0.148148,0.166667,0.595745,0.276596,0.021951,0.397382,0.307692,0.625,0.440678,UP
0.829787,0.510638,0.869565,0.76087,0.170213,0.489362,0.5,0,0.5,0,0.056604,0,0.074074,0.277778,0.574468,0.765957,0.254146,0.007998,0.564103,0.640625,0.288136,UP
0.93617,0.723404,0.652174,0.543478,0.06383,0.276596,0.5,0,0.5,0,0.056604,0,0.074074,0.333333,0.93617,0.808511,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.702128,0.595745,0.673913,0.326087,0.297872,0.404255,0.5,0,0.5,0,0.056604,0,0.074074,0.388889,0.702128,0.787234,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.93617,0.744681,0.913043,0.826087,0.06383,0.255319,0.5,0,0.5,0,0.056604,0,0.074074,0.344444,0.914894,0.957447,0.457317,0.030199,0.230769,0.46875,0.322034,UP
0.382979,0.297872,0.391304,0.26087,0.617021,0.702128,0,0.5,0,0.5,0,0.056604,0,0.355556,0.468085,0.297872,0.909756,0.499851,0.051282,0.390625,0.491525,UP
0.723404,0.297872,0.73913,0,0.276596,0.702128,0.5,0,0.5,0,0.056604,0,0.074074,0.222222,0.723404,0.382979,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.744681,0.446809,0.695652,0.021739,0.255319,0.553191,0.5,0,0.5,0,0.056604,0,0.074074,0.288889,0.744681,0.574468,0.5,0.060696,0.102564,0.453125,0.389831,UP
0.404255,0.617021,0.456522,0.217391,0.595745,0.382979,0,0.5,0,0.5,0,0.056604,0,0.511111,0.617021,0.617021,0.965632,0.499851,0.205128,0.296875,0.491525,UP
0.425532,0.297872,0.434783,0.195652,0.574468,0.702128,0.5,0,0.5,0,0.037736,0.018868,0.037037,0.355556,0.744681,0.170213,0.967002,0.319023,0.794872,0.21875,0.59322,UP
0.702128,0.659574,0.652174,0,0.297872,0.340426,0.5,0,0.5,0,1,1,1,1,0.702128,0.723404,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.638298,0.553191,0.608696,0.608696,0.361702,0.446809,0.5,0,0.5,0,0.056604,0,0.074074,0.4,0.638298,0.744681,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.808511,0.382979,0.23913,0.413043,0.191489,0.617021,0.5,0,0.5,0,0.075472,0.018868,0.111111,0.244444,0.723404,0.425532,0.207317,0.060696,0.102564,0.515625,0.457627,UP
0.297872,0.723404,0.23913,0.652174,0.702128,0.276596,0.5,0,0.5,0,0.075472,0.018868,0.111111,0.688889,0.170213,0.765957,0.158536,0.044431,0.153846,0.546875,0.457627,UP
0.553191,0.595745,0.804348,0.391304,0.446809,0.404255,0.5,0,0.5,0,0.056604,0,0.074074,0.466667,0.638298,0.787234,0.646341,0.0241,0.282051,0.390625,0.338983,UP
0.574468,0.723404,0.565217,0.565217,0.425532,0.276596,0.5,0,0.5,0,0.056604,0,0.074074,0.522222,0.382979,0.808511,0.170732,0.0241,0.282051,0.59375,0.423729,UP
0.446809,0.638298,0.152174,0,0.553191,0.361702,0.5,0,0.5,0,0.056604,0,0.074074,0.544444,0.276596,0.914894,0.313747,0.010793,0.487179,0.578125,0.271186,UP
0.446809,0.787234,0.065217,0.26087,0.553191,0.212766,0.5,0,0.5,0,0.056604,0,0.074074,0.622222,0.446809,0.87234,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.702128,0.085106,0.521739,0.282609,0.297872,0.914894,0.5,0,0.5,0,0.056604,0,0.074074,0.122222,0.702128,0.531915,0.5,0.010793,0.487179,0.453125,0.135593,UP
0.531915,0.106383,0.804348,0.152174,0.468085,0.893617,0.5,0,0.5,0,0.056604,0,0.074074,0.222222,0.382979,0.255319,0.260975,0.021661,0.307692,0.5625,0.372881,UP
0.659574,0.638298,0.630435,0.695652,0.340426,0.361702,0.5,0,0.5,0,0.056604,0,0.074074,0.433333,0.361702,0.723404,0.122593,0.01447,0.410256,0.671875,0.423729,UP
0.234043,0.893617,0.26087,0.847826,0.765957,0.106383,0,0.5,0,0.5,0,0.056604,0,0.744444,0.234043,0.382979,0.974718,0.912229,0.974359,0.453125,0.898305,UP
0,0.617021,0.021739,0.521739,1,0.382979,0.5,0,0.5,0,0.056604,0,0.074074,0.766667,0.06383,0.638298,0.773171,0.021661,0.307692,0.40625,0.474576,UP
0.87234,0.702128,0.934783,0.978261,0.12766,0.297872,0.5,0,0.5,0,0.056604,0,0.074074,0.355556,0.87234,0.87234,0.5,0.044431,0.153846,0.453125,0.355932,UP
0.468085,0.723404,0.217391,1,0.531915,0.276596,0.5,0,0.5,0,0.056604,0,0.074074,0.577778,0.468085,0.808511,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.680851,0.468085,0.608696,0.26087,0.319149,0.531915,0.5,0,0.5,0,0.056604,0,0.074074,0.333333,0.595745,0.404255,0.147866,0.243678,0.333333,0.515625,0.542373,UP
0.085106,0.361702,0.065217,0.26087,0.914894,0.638298,0.5,0,0.5,0,0.056604,0,0.074074,0.588889,0.085106,0.446809,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.319149,0.787234,0.347826,0.891304,0.680851,0.212766,0.5,0,0.5,0,0.056604,0,0.074074,0.688889,0.319149,0.87234,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.446809,0.319149,0.826087,0.282609,0.553191,0.680851,0.5,0,0.5,0,0.056604,0,0.074074,0.377778,0.574468,0.829787,0.608647,0.00303,0.769231,0.359375,0.084746,UP
0.212766,0.191489,0.717391,0.086957,0.787234,0.808511,0.5,0,0.5,0,0.056604,0,0.074074,0.433333,0.212766,0.382979,0.5,0.038739,0.179487,0.453125,0.338983,UP
0.638298,0.808511,0.652174,0.695652,0.361702,0.191489,0.5,0,0.5,0,1,1,1,1,0.638298,0.851064,0.5,0.158286,0,0.453125,0.457627,UP
0.595745,0.319149,0.565217,0.217391,0.404255,0.680851,0.5,0,0.5,0,0.056604,0,0.074074,0.3,0.595745,0.595745,0.5,0.0241,0.282051,0.453125,0.271186,UP
0.723404,0.744681,0.76087,0.76087,0.276596,0.255319,0.5,0,0.5,0,0.056604,0,0.074074,0.455556,0.978723,0.893617,0.79878,0.008852,0.538462,0.265625,0.372881,UP
0.531915,0.489362,0.282609,0.369565,0.468085,0.510638,0.5,0,0.5,0,0.056604,0,0.092593,0.433333,0.468085,0.553191,0.280488,0.060696,0.102564,0.5,0.440678,UP
0.808511,1,0.913043,0.826087,0.191489,0,0,0.5,0,0.5,0,0.056604,0,0.5,0.957447,0.914894,0.969513,0.670634,0.230769,0.34375,0.559322,UP
0.87234,0.723404,0.869565,0.217391,0.12766,0.276596,0.5,0,0.5,0,0.056604,0,0.074074,0.366667,0.531915,0.808511,0.109756,0.011901,0.461538,0.703125,0.423729,UP
0.404255,0.021277,0.652174,0,0.595745,0.978723,0.5,0,0.25,0.25,1,1,1,1,0.446809,0.042553,0.756098,0.115591,0.025641,0.421875,0.474576,UP
0.893617,0.914894,0.5,0.978261,0.106383,0.085106,0.5,0,0.5,0,0.056604,0,0.074074,0.455556,0.489362,0.659574,0.051829,0.32053,0.948718,0.75,0.694915,UP
0.808511,0.382979,0.76087,0.608696,0.191489,0.617021,0.5,0,0.5,0,0.056604,0,0.074074,0.222222,0.808511,0.489362,0.5,0.072895,0.076923,0.453125,0.40678,UP
0.553191,0.297872,0.869565,0.043478,0.446809,0.702128,0.5,0,0.5,0,0.056604,0,0.074074,0.311111,0.489362,0.723404,0.435976,0.008852,0.538462,0.5,0.152542,UP
0.12766,0.212766,0.108696,0.065217,0.87234,0.787234,0,0.5,0,0.5,0,0.056604,0,0.444444,0.340426,0.212766,0.965632,0.499851,0.205128,0.296875,0.491525,UP
0.87234,0.808511,0.869565,0.217391,0.12766,0.191489,1,0.5,1,0.5,0.113208,0.056604,0.148148,0.455556,0.510638,0.87234,0.012195,0.426659,0.461538,0.71875,0.440678,UP
0.297872,0.361702,0.478261,0.391304,0.702128,0.638298,0.5,0,0.5,0,0.056604,0,0.055556,0.466667,0.510638,0.723404,0.939025,0.005802,0.641026,0.296875,0.20339,UP
0.06383,0.340426,0.043478,0.065217,0.93617,0.659574,0.5,0,0.5,0,1,1,1,1,0.06383,0.404255,0.5,0.115591,0.025641,0.453125,0.440678,UP
0.446809,0.87234,0.065217,0.26087,0.553191,0.12766,0.5,0,0.75,0.25,0.09434,0.037736,0.12963,0.7,0.382979,0.893617,0.192683,0.089973,0.051282,0.5,0.474576,UP
0.042553,0.702128,0.021739,0.652174,0.957447,0.297872,0.5,0,0.5,0,0.056604,0,0.074074,0.788889,0.042553,0.787234,0.5,0.089973,0.051282,0.453125,0.423729,UP
0.787234,0.787234,0.76087,0.76087,0.212766,0.212766,0,0.5,0,0.5,0,0.056604,0,0.4,0.957447,0.510638,0.990854,0.798721,0.538462,0.328125,0.711864,UP
0.723404,0.06383,0.73913,0,0.276596,0.93617,0.5,0,0.5,0,0.056604,0,0.074074,0.1,0.723404,0.148936,0.5,0.089973,0.051282,0.453125,0.423729,UP
