@relation snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_left_border numeric
@attribute Dist_right_border numeric
@attribute Dist_top_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.347527,-0.29514,0.279413,1.541907,-0.019019,1.474175,0.347527,-0.347527,-0.29514,0.29514,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,-0.216085,0.279413,1.541907,-0.019019,1.417861,0.347527,-0.347527,-0.216085,0.216085,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,-0.137029,0.279413,1.541907,-0.019019,1.361548,0.347527,-0.347527,-0.137029,0.137029,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,-0.057974,0.279413,1.541907,-0.019019,1.305234,0.347527,-0.347527,-0.057974,0.057974,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.021082,0.279413,1.541907,-0.019019,1.24892,0.347527,-0.347527,0.021082,-0.021082,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.100137,0.279413,1.541907,-0.019019,1.192606,0.347527,-0.347527,0.100137,-0.100137,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.179193,0.279413,1.541907,-0.019019,1.136292,0.347527,-0.347527,0.179193,-0.179193,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.258249,0.279413,1.541907,-0.019019,1.079978,0.347527,-0.347527,0.258249,-0.258249,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.337304,0.279413,1.541907,-0.019019,1.023664,0.347527,-0.347527,0.337304,-0.337304,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.41636,0.279413,1.541907,-0.019019,0.967351,0.347527,-0.347527,0.41636,-0.41636,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.495415,0.279413,1.541907,-0.019019,0.911037,0.347527,-0.347527,0.495415,-0.495415,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.574471,0.279413,1.541907,-0.019019,0.854723,0.347527,-0.347527,0.574471,-0.574471,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.653526,0.279413,1.541907,-0.019019,0.798409,0.347527,-0.347527,0.653526,-0.653526,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.732582,0.279413,1.541907,-0.019019,0.742095,0.347527,-0.347527,0.732582,-0.732582,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.811637,0.279413,1.541907,-0.019019,0.685781,0.347527,-0.347527,0.811637,-0.811637,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.890693,0.279413,1.541907,-0.019019,0.629467,0.347527,-0.347527,0.890693,-0.890693,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,0.969748,0.279413,1.541907,-0.019019,0.573154,0.347527,-0.347527,0.969748,-0.969748,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.048804,0.279413,1.541907,-0.019019,0.51684,0.347527,-0.347527,1.048804,-1.048804,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.127859,0.279413,1.541907,-0.019019,0.460526,0.347527,-0.347527,1.127859,-1.127859,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.206915,0.279413,1.541907,-0.019019,0.404212,0.347527,-0.347527,1.206915,-1.206915,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.28597,0.279413,1.541907,-0.019019,0.347898,0.347527,-0.347527,1.28597,-1.28597,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.365026,0.279413,1.541907,-0.019019,0.291584,0.347527,-0.347527,1.365026,-1.365026,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.444081,0.279413,1.541907,-0.019019,0.235271,0.347527,-0.347527,1.444081,-1.444081,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.523137,0.279413,1.541907,-0.019019,0.178957,0.347527,-0.347527,1.523137,-1.523137,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.602192,0.279413,1.541907,-0.019019,0.122643,0.347527,-0.347527,1.602192,-1.602192,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.681248,0.279413,1.541907,-0.019019,0.066329,0.347527,-0.347527,1.681248,-1.681248,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.760303,0.279413,1.541907,-0.019019,0.010015,0.347527,-0.347527,1.760303,-1.760303,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,DOWN
0.347527,1.839359,1.130057,0.992318,1.091632,-0.496809,0.347527,-0.347527,1.839359,-1.839359,-0.026522,1.393978,-0.027927,1.41899,2.953068,2.952447,2.935667,1.991237,-0.561012,1.699037,-0.594366,RIGHT
0.431325,1.839359,1.130057,0.992318,0.999078,-0.496809,0.431325,-0.431325,1.839359,-1.839359,1.383441,-0.02535,0.689057,0.696523,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.515124,1.839359,1.130057,0.992318,0.906524,-0.496809,0.515124,-0.515124,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.598923,1.839359,1.130057,0.992318,0.813969,-0.496809,0.598923,-0.598923,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.682721,1.839359,1.130057,0.992318,0.721415,-0.496809,0.682721,-0.682721,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.76652,1.839359,1.130057,0.992318,0.628861,-0.496809,0.76652,-0.76652,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.850319,1.839359,1.130057,0.992318,0.536307,-0.496809,0.850319,-0.850319,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
0.934118,1.839359,1.130057,0.992318,0.443752,-0.496809,0.934118,-0.934118,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
1.017916,1.839359,1.130057,0.992318,0.351198,-0.496809,1.017916,-1.017916,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
1.101715,1.839359,1.130057,0.992318,0.258644,-0.496809,1.101715,-1.101715,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
1.185514,1.839359,1.130057,0.992318,0.166089,-0.496809,1.185514,-1.185514,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
1.269312,1.839359,1.130057,0.992318,0.073535,-0.496809,1.269312,-1.269312,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,RIGHT
1.353111,1.839359,1.130057,0.992318,-0.019019,-0.496809,1.353111,-1.353111,1.839359,-1.839359,1.383441,-0.02535,1.40604,-0.025945,2.953068,2.952447,2.935667,1.991237,-0.561012,-0.588513,1.682306,UP
1.353111,1.760303,1.130057,0.992318,-0.019019,-0.440496,1.353111,-1.353111,1.760303,-1.760303,-0.026522,-1.444678,0.689057,-0.748412,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.681248,1.130057,0.992318,-0.019019,-0.384182,1.353111,-1.353111,1.681248,-1.681248,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.602192,1.130057,0.992318,-0.019019,-0.327868,1.353111,-1.353111,1.602192,-1.602192,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.523137,1.130057,0.992318,-0.019019,-0.271554,1.353111,-1.353111,1.523137,-1.523137,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.444081,1.130057,0.992318,-0.019019,-0.21524,1.353111,-1.353111,1.444081,-1.444081,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.365026,1.130057,0.992318,-0.019019,-0.158926,1.353111,-1.353111,1.365026,-1.365026,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.28597,1.130057,0.992318,-0.019019,-0.102613,1.353111,-1.353111,1.28597,-1.28597,-0.026522,-1.444678,-0.027927,-1.470879,2.953068,2.952447,2.935667,1.991237,1.782325,-0.588513,-0.594366,UP
1.353111,1.206915,0.775622,0.442729,-0.48179,-0.496809,1.353111,-1.353111,1.206915,-1.206915,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.303254,1.782325,-0.588513,-0.594366,LEFT
1.269312,1.206915,0.775622,0.442729,-0.389236,-0.496809,1.269312,-1.269312,1.206915,-1.206915,-1.436485,-0.02535,-0.744911,-0.748412,-0.400475,-0.462572,-0.398616,-0.303254,-0.561012,-0.588513,-0.594366,LEFT
1.185514,1.206915,0.775622,0.442729,-0.296682,-0.496809,1.185514,-1.185514,1.206915,-1.206915,-1.436485,-0.02535,-1.461895,-0.025945,-0.466231,-0.396898,-0.463995,-0.303254,-0.561012,-0.588513,-0.594366,LEFT
1.101715,1.206915,0.775622,0.442729,-0.204128,-0.496809,1.101715,-1.101715,1.206915,-1.206915,-1.436485,-0.02535,-1.461895,-0.025945,-0.531987,-0.331225,-0.529373,-0.303254,-0.561012,-0.588513,-0.594366,LEFT
1.017916,1.206915,0.775622,0.442729,-0.111573,-0.496809,1.017916,-1.017916,1.206915,-1.206915,-1.436485,-0.02535,-1.461895,-0.025945,-0.531987,-0.331225,-0.594751,-0.303254,-0.561012,-0.588513,-0.594366,LEFT
0.934118,1.206915,0.775622,0.442729,-0.019019,-0.496809,0.934118,-0.934118,1.206915,-1.206915,-1.436485,-0.02535,-1.461895,-0.025945,-0.531987,-0.331225,-0.594751,-0.257364,-0.561012,-0.588513,-0.594366,UP
0.934118,1.127859,0.775622,0.442729,-0.019019,-0.440496,0.934118,-0.934118,1.127859,-1.127859,-0.026522,-1.444678,-0.744911,-0.748412,-0.466231,-0.396898,-0.529373,-0.257364,1.782325,-0.588513,-0.594366,UP
0.934118,1.048804,0.775622,0.442729,-0.019019,-0.384182,0.934118,-0.934118,1.048804,-1.048804,-0.026522,-1.444678,-0.027927,-1.470879,-0.400475,-0.462572,-0.463995,-0.257364,1.782325,-0.588513,-0.594366,UP
0.934118,0.969748,0.775622,0.442729,-0.019019,-0.327868,0.934118,-0.934118,0.969748,-0.969748,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.398616,-0.257364,1.782325,-0.588513,-0.594366,UP
0.934118,0.890693,0.775622,0.442729,-0.019019,-0.271554,0.934118,-0.934118,0.890693,-0.890693,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.257364,1.782325,-0.588513,-0.594366,UP
0.934118,0.811637,0.775622,0.442729,-0.019019,-0.21524,0.934118,-0.934118,0.811637,-0.811637,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.303254,1.782325,-0.588513,-0.594366,UP
0.934118,0.732582,0.775622,0.442729,-0.019019,-0.158926,0.934118,-0.934118,0.732582,-0.732582,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.349144,1.782325,-0.588513,-0.594366,UP
0.934118,0.653526,0.775622,0.442729,-0.019019,-0.102613,0.934118,-0.934118,0.653526,-0.653526,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.395033,1.782325,-0.588513,-0.594366,UP
0.934118,0.574471,1.413605,-1.618228,0.813969,-1.735714,0.934118,-0.934118,0.574471,-0.574471,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-0.440923,1.782325,-0.588513,-0.594366,RIGHT
1.017916,0.574471,1.413605,-1.618228,0.721415,-1.735714,1.017916,-1.017916,0.574471,-0.574471,1.383441,-0.02535,0.689057,-0.748412,-0.268964,-0.462572,-0.26786,-0.440923,-0.561012,-0.588513,1.682306,RIGHT
1.101715,0.574471,1.413605,-1.618228,0.628861,-1.735714,1.101715,-1.101715,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.203208,-0.396898,-0.202482,-0.440923,-0.561012,-0.588513,1.682306,RIGHT
1.185514,0.574471,1.413605,-1.618228,0.536307,-1.735714,1.185514,-1.185514,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.137104,-0.440923,-0.561012,-0.588513,1.682306,RIGHT
1.269312,0.574471,1.413605,-1.618228,0.443752,-1.735714,1.269312,-1.269312,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.440923,-0.561012,-0.588513,1.682306,RIGHT
1.353111,0.574471,1.413605,-1.618228,0.351198,-1.735714,1.353111,-1.353111,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.486813,-0.561012,-0.588513,1.682306,RIGHT
1.43691,0.574471,1.413605,-1.618228,0.258644,-1.735714,1.43691,-1.43691,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.532703,-0.561012,-0.588513,1.682306,RIGHT
1.520709,0.574471,1.413605,-1.618228,0.166089,-1.735714,1.520709,-1.520709,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.578593,-0.561012,-0.588513,1.682306,RIGHT
1.604507,0.574471,1.413605,-1.618228,0.073535,-1.735714,1.604507,-1.604507,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.624483,-0.561012,-0.588513,1.682306,RIGHT
1.688306,0.574471,1.413605,-1.618228,-0.019019,-1.735714,1.688306,-1.688306,0.574471,-0.574471,1.383441,-0.02535,1.40604,-0.025945,-0.137452,-0.331225,-0.071726,-0.670372,-0.561012,-0.588513,1.682306,UP
1.688306,0.495415,1.413605,-1.618228,-0.019019,-1.6794,1.688306,-1.688306,0.495415,-0.495415,-0.026522,-1.444678,0.689057,-0.748412,-0.203208,-0.396898,-0.137104,-0.762152,1.782325,-0.588513,-0.594366,UP
1.688306,0.41636,1.413605,-1.618228,-0.019019,-1.623086,1.688306,-1.688306,0.41636,-0.41636,-0.026522,-1.444678,-0.027927,-1.470879,-0.268964,-0.462572,-0.202482,-0.853932,1.782325,-0.588513,-0.594366,UP
1.688306,0.337304,1.413605,-1.618228,-0.019019,-1.566773,1.688306,-1.688306,0.337304,-0.337304,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.26786,-0.945711,1.782325,-0.588513,-0.594366,UP
1.688306,0.258249,1.413605,-1.618228,-0.019019,-1.510459,1.688306,-1.688306,0.258249,-0.258249,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-1.037491,1.782325,-0.588513,-0.594366,UP
1.688306,0.179193,1.413605,-1.618228,-0.019019,-1.454145,1.688306,-1.688306,0.179193,-0.179193,-0.026522,-1.444678,-0.027927,-1.470879,-0.33472,-0.528245,-0.333238,-1.083381,1.782325,-0.588513,-0.594366,UP
