@relation snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Standardize

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_left_border numeric
@attribute Dist_right_border numeric
@attribute Dist_top_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Dist_Tail_x numeric
@attribute Dist_Tail_y numeric
@attribute Horizontal_Weight numeric
@attribute Vertical_Weight numeric
@attribute Score numeric
@attribute Length numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
-1.583253,-1.932692,-1.703867,-1.782978,-0.295926,-0.069019,-1.583253,1.583253,-1.932692,1.932692,-1.428191,-0.023805,-1.454066,-0.024128,3.934712,3.93447,3.895569,2.247345,-1.41119,-1.919943,-0.150292,-0.019589,0.011923,0.000604,-1.701268,-1.579939,-0.560386,-0.586162,-0.592926,LEFT
-1.665869,-1.932692,-1.703867,-1.782978,-0.223488,-0.069019,-1.665869,1.665869,-1.932692,1.932692,-1.428191,-0.023805,-1.454066,-0.024128,3.934712,3.93447,3.895569,2.247345,-1.493831,-1.919943,-0.150292,-0.019589,0.011923,0.000604,-1.702408,-1.579939,-0.560386,-0.586162,-0.592926,LEFT
-1.748484,-1.932692,-1.703867,-1.782978,-0.151051,-0.069019,-1.748484,1.748484,-1.932692,1.932692,-1.428191,-0.023805,-1.454066,-0.024128,3.934712,3.93447,3.895569,2.247345,-1.576472,-1.919943,-0.150292,-0.019589,0.011923,0.000604,-1.703547,-1.579939,-0.560386,-0.586162,-0.592926,LEFT
-1.831099,-1.932692,1.520734,-0.626997,3.10862,1.113174,-1.831099,1.831099,-1.932692,1.932692,-1.428191,-0.023805,-1.454066,-0.024128,3.934712,3.93447,3.895569,2.247345,-1.576472,-1.919943,-0.222268,-0.019589,0.740294,0.000604,-1.589595,-1.530489,-0.560386,-0.586162,-0.592926,LEFT
-1.913714,-1.932692,1.520734,-0.626997,3.181057,1.113174,-1.913714,1.913714,-1.932692,1.932692,-1.428191,-0.023805,-1.454066,-0.024128,3.934712,3.93447,3.895569,2.247345,-1.659114,-1.919943,-0.222268,-0.019589,0.740294,0.000604,-1.590735,-1.530489,-0.560386,-0.586162,-0.592926,DOWN
-1.913714,-1.851296,1.520734,-0.626997,3.181057,1.039287,-1.913714,1.913714,-1.851296,1.851296,-0.021106,1.398254,-0.737953,0.70013,3.934712,3.93447,3.895569,2.247345,-1.741755,-1.919943,-0.150292,0.053166,0.011923,0.728105,-1.591874,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.769899,1.520734,-0.626997,3.181057,0.9654,-1.913714,1.913714,-1.769899,1.769899,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.824396,-1.919943,-0.078316,0.125921,0.011923,0.728105,-1.593014,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.688503,1.520734,-0.626997,3.181057,0.891513,-1.913714,1.913714,-1.688503,1.688503,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.919943,-0.00634,0.198677,0.011923,0.728105,-1.594153,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.607106,1.520734,-0.626997,3.181057,0.817626,-1.913714,1.913714,-1.607106,1.607106,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.838156,-0.00634,0.198677,0.011923,0.728105,-1.595293,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.52571,1.520734,-0.626997,3.181057,0.743739,-1.913714,1.913714,-1.52571,1.52571,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.756369,-0.00634,0.198677,0.011923,0.728105,-1.596432,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.444313,1.520734,-0.626997,3.181057,0.669852,-1.913714,1.913714,-1.444313,1.444313,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.674582,-0.00634,0.198677,0.011923,0.728105,-1.597572,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.362917,1.520734,-0.626997,3.181057,0.595965,-1.913714,1.913714,-1.362917,1.362917,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.592795,-0.00634,0.198677,0.011923,0.728105,-1.598711,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.28152,1.520734,-0.626997,3.181057,0.522077,-1.913714,1.913714,-1.28152,1.28152,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.511008,-0.00634,0.198677,0.011923,0.728105,-1.599851,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.200124,1.520734,-0.626997,3.181057,0.44819,-1.913714,1.913714,-1.200124,1.200124,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.429221,-0.00634,0.198677,0.011923,0.728105,-1.600991,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.118728,1.520734,-0.626997,3.181057,0.374303,-1.913714,1.913714,-1.118728,1.118728,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.347434,-0.00634,0.198677,0.011923,0.728105,-1.60213,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-1.037331,1.520734,-0.626997,3.181057,0.300416,-1.913714,1.913714,-1.037331,1.037331,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.265647,-0.00634,0.198677,0.011923,0.728105,-1.60327,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-0.955935,1.520734,-0.626997,3.181057,0.226529,-1.913714,1.913714,-0.955935,0.955935,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.18386,-0.00634,0.198677,0.011923,0.728105,-1.604409,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-0.874538,1.520734,-0.626997,3.181057,0.152642,-1.913714,1.913714,-0.874538,0.874538,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.102073,-0.00634,0.198677,0.011923,0.728105,-1.605549,-1.530489,-0.560386,1.705872,-0.592926,DOWN
-1.913714,-0.793142,1.520734,-0.626997,3.181057,0.078755,-1.913714,1.913714,-0.793142,0.793142,-0.021106,1.398254,-0.021839,1.424387,3.934712,3.93447,3.895569,2.247345,-1.907037,-1.020286,-0.00634,0.198677,0.011923,0.728105,-1.606688,-1.530489,-0.560386,1.705872,-0.592926,DOWN
