@relation snake_game-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Standardize

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_left_border numeric
@attribute Dist_right_border numeric
@attribute Dist_top_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Dist_body_x4 numeric
@attribute Dist_body_y4 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Dist_Tail_x numeric
@attribute Dist_Tail_y numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.957204,-0.36042,1.004422,-1.443749,0.240267,-0.943344,0.957204,-0.957204,-0.36042,0.36042,1.36747,-0.046071,1.38988,-0.047146,2.989543,2.990173,2.971142,2.080447,0.700412,-0.344455,0.337816,-0.025258,-0.543403,-0.59294,1.656968,RIGHT
1.041086,-0.36042,1.004422,-1.443749,0.142812,-0.943344,1.041086,-1.041086,-0.36042,0.36042,1.36747,-0.046071,1.38988,-0.047146,2.989543,2.990173,2.971142,2.080447,0.784496,-0.344455,0.337816,-0.025258,-0.543403,-0.59294,1.656968,RIGHT
1.124967,-0.36042,1.004422,-1.443749,0.045357,-0.943344,1.124967,-1.124967,-0.36042,0.36042,1.36747,-0.046071,1.38988,-0.047146,2.989543,2.990173,2.971142,2.080447,0.868581,-0.344455,0.337816,-0.025258,-0.543403,-0.59294,1.656968,RIGHT
1.208849,-0.36042,1.004422,-1.443749,-0.052098,-0.943344,1.208849,-1.208849,-0.36042,0.36042,1.36747,-0.046071,1.38988,-0.047146,2.989543,2.990173,2.971142,2.080447,0.952665,-0.344455,0.337816,-0.025258,-0.543403,-0.59294,1.656968,UP
1.208849,-0.441357,1.004422,-1.443749,-0.052098,-0.881329,1.208849,-1.208849,-0.441357,0.441357,-0.030847,-1.47883,0.678754,-0.777051,2.989543,2.990173,2.971142,2.080447,1.036749,-0.344455,0.228189,-0.133996,1.840084,-0.59294,-0.603456,UP
1.208849,-0.522294,1.004422,-1.443749,-0.052098,-0.819314,1.208849,-1.208849,-0.522294,0.522294,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.120834,-0.344455,0.118562,-0.242733,1.840084,-0.59294,-0.603456,UP
1.208849,-0.603232,1.004422,-1.443749,-0.052098,-0.757299,1.208849,-1.208849,-0.603232,0.603232,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.344455,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-0.684169,1.004422,-1.443749,-0.052098,-0.695284,1.208849,-1.208849,-0.684169,0.684169,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.426064,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-0.765106,1.004422,-1.443749,-0.052098,-0.633269,1.208849,-1.208849,-0.765106,0.765106,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.507673,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-0.846044,1.004422,-1.443749,-0.052098,-0.571254,1.208849,-1.208849,-0.846044,0.846044,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.589283,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-0.926981,1.004422,-1.443749,-0.052098,-0.509239,1.208849,-1.208849,-0.926981,0.926981,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.670892,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.007918,1.004422,-1.443749,-0.052098,-0.447223,1.208849,-1.208849,-1.007918,1.007918,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.752501,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.088856,1.004422,-1.443749,-0.052098,-0.385208,1.208849,-1.208849,-1.088856,1.088856,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.83411,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.169793,1.004422,-1.443749,-0.052098,-0.323193,1.208849,-1.208849,-1.169793,1.169793,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.915719,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.25073,1.004422,-1.443749,-0.052098,-0.261178,1.208849,-1.208849,-1.25073,1.25073,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-0.997328,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.331667,1.004422,-1.443749,-0.052098,-0.199163,1.208849,-1.208849,-1.331667,1.331667,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-1.078938,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.412605,1.004422,-1.443749,-0.052098,-0.137148,1.208849,-1.208849,-1.412605,1.412605,-0.030847,-1.47883,-0.032372,-1.506957,2.989543,2.990173,2.971142,2.080447,1.204918,-1.160547,0.008936,-0.351471,1.840084,-0.59294,-0.603456,UP
1.208849,-1.493542,-0.298443,-0.195632,-1.806291,0.979122,1.208849,-1.208849,-1.493542,1.493542,-0.030847,-1.47883,-0.032372,-1.506957,-0.327355,-0.529663,-0.324821,-1.728525,1.204918,-1.160547,0.008936,-0.460208,1.840084,-0.59294,-0.603456,LEFT
1.124967,-1.493542,-0.298443,-0.195632,-1.708836,0.979122,1.124967,-1.124967,-1.493542,1.493542,-1.429165,-0.046071,-0.743499,-0.777051,-0.393693,-0.463251,-0.39074,-1.728525,1.204918,-1.242156,-0.100691,-0.351471,-0.543403,-0.59294,-0.603456,LEFT
1.041086,-1.493542,-0.298443,-0.195632,-1.611381,0.979122,1.041086,-1.041086,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.460031,-0.396839,-0.456659,-1.728525,1.204918,-1.323765,-0.210318,-0.242733,-0.543403,-0.59294,-0.603456,LEFT
0.957204,-1.493542,-0.298443,-0.195632,-1.513925,0.979122,0.957204,-0.957204,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.522579,-1.728525,1.204918,-1.405374,-0.319944,-0.133996,-0.543403,-0.59294,-0.603456,LEFT
0.873323,-1.493542,-0.298443,-0.195632,-1.41647,0.979122,0.873323,-0.873323,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.728525,1.204918,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.789441,-1.493542,-0.298443,-0.195632,-1.319015,0.979122,0.789441,-0.789441,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.684234,1.120834,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.70556,-1.493542,-0.298443,-0.195632,-1.22156,0.979122,0.70556,-0.70556,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.639944,1.036749,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.621678,-1.493542,-0.298443,-0.195632,-1.124105,0.979122,0.621678,-0.621678,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.595654,0.952665,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.537797,-1.493542,-0.298443,-0.195632,-1.02665,0.979122,0.537797,-0.537797,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.551363,0.868581,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.453915,-1.493542,-0.298443,-0.195632,-0.929194,0.979122,0.453915,-0.453915,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.507073,0.784496,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.370034,-1.493542,-0.298443,-0.195632,-0.831739,0.979122,0.370034,-0.370034,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.462783,0.700412,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.286152,-1.493542,-0.298443,-0.195632,-0.734284,0.979122,0.286152,-0.286152,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.418492,0.616328,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.202271,-1.493542,-0.298443,-0.195632,-0.636829,0.979122,0.202271,-0.202271,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.374202,0.532243,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.118389,-1.493542,-0.298443,-0.195632,-0.539374,0.979122,0.118389,-0.118389,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.329912,0.448159,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
0.034508,-1.493542,-0.298443,-0.195632,-0.441919,0.979122,0.034508,-0.034508,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.285621,0.364075,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
-0.049374,-1.493542,-0.298443,-0.195632,-0.344464,0.979122,-0.049374,0.049374,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.241331,0.27999,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
-0.133255,-1.493542,-0.298443,-0.195632,-0.247008,0.979122,-0.133255,0.133255,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.19704,0.195906,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
-0.217137,-1.493542,-0.298443,-0.195632,-0.149553,0.979122,-0.217137,0.217137,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.15275,0.111822,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,LEFT
-0.301018,-1.493542,-0.298443,-0.195632,-0.052098,0.979122,-0.301018,0.301018,-1.493542,1.493542,-1.429165,-0.046071,-1.454625,-0.047146,-0.526369,-0.330427,-0.588498,-1.10846,0.027737,-1.486983,-0.429571,-0.025258,-0.543403,-0.59294,-0.603456,DOWN
-0.301018,-1.412605,-0.298443,-0.195632,-0.052098,0.917107,-0.301018,0.301018,-1.412605,1.412605,-0.030847,1.386687,-0.743499,0.68276,-0.460031,-0.264015,-0.522579,-1.019879,-0.056347,-1.486983,-0.319944,0.083479,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-1.331667,-0.298443,-0.195632,-0.052098,0.855092,-0.301018,0.301018,-1.331667,1.331667,-0.030847,1.386687,-0.032372,1.412666,-0.393693,-0.197603,-0.456659,-0.931298,-0.140431,-1.486983,-0.210318,0.192217,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-1.25073,-0.298443,-0.195632,-0.052098,0.793077,-0.301018,0.301018,-1.25073,1.25073,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.39074,-0.842718,-0.224516,-1.486983,-0.100691,0.300954,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-1.169793,-0.298443,-0.195632,-0.052098,0.731062,-0.301018,0.301018,-1.169793,1.169793,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.754137,-0.3086,-1.486983,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-1.088856,-0.298443,-0.195632,-0.052098,0.669047,-0.301018,0.301018,-1.088856,1.088856,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.709846,-0.3086,-1.405374,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-1.007918,-0.298443,-0.195632,-0.052098,0.607032,-0.301018,0.301018,-1.007918,1.007918,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.665556,-0.3086,-1.323765,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-0.926981,-0.298443,-0.195632,-0.052098,0.545017,-0.301018,0.301018,-0.926981,0.926981,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.621266,-0.3086,-1.242156,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-0.846044,-0.298443,-0.195632,-0.052098,0.483002,-0.301018,0.301018,-0.846044,0.846044,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.576975,-0.3086,-1.160547,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-0.765106,-0.298443,-0.195632,-0.052098,0.420987,-0.301018,0.301018,-0.765106,0.765106,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.532685,-0.3086,-1.078938,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-0.684169,-0.298443,-0.195632,-0.052098,0.358972,-0.301018,0.301018,-0.684169,0.684169,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.488395,-0.3086,-0.997328,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
-0.301018,-0.603232,-0.298443,-0.195632,-0.052098,0.296957,-0.301018,0.301018,-0.603232,0.603232,-0.030847,1.386687,-0.032372,1.412666,-0.327355,-0.131191,-0.324821,-0.444104,-0.3086,-0.915719,0.008936,0.409692,-0.543403,1.686353,-0.603456,DOWN
