@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,886,79,0,91.813472,8.186528,0,0.890809,0.052648,0.179379,14.044462,41.433372,1929.243682,5648.227343,-3718.983661,1.999216,5.853085,-3.853869,1707.276812,1.769199,88.494617,0.917749,212,0.02861,21,0.97139,713,0.082251,19,0.909871,0.917749,0.913793,0.886523,0.991917,0.971897,0.918135,0.027391,0.972609,0.081865,0.918233,0.918135,0.918166,0.890771,0.989098,0.971069,0.918313,0.918135,1.937,0.035,1.8125,0.03125,1812.5,31.25,8864404,2339830,262343,98.445596,31.243523,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,885,80,0,91.709845,8.290155,0,0.889409,0.053601,0.175428,14.298599,40.520189,1929.304852,3510.674495,-1581.369643,1.99928,3.638005,-1.638725,1706.692515,1.768593,88.461526,0.91342,211,0.024523,18,0.975477,716,0.08658,20,0.921397,0.91342,0.917391,0.891556,0.988358,0.964917,0.917098,0.027757,0.972243,0.082902,0.917158,0.917098,0.917028,0.889475,0.989267,0.968778,0.916928,0.917098,2.147,0.034,1.984375,0.03125,1984.375,31.25,8858440,2339830,262343,98.134715,31.632124,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,886,79,0,91.813472,8.186528,0,0.890822,0.054959,0.182815,14.660729,42.226378,1929.304852,6737.930206,-4808.625353,1.99928,6.982311,-4.983031,1699.643893,1.761289,88.096181,0.917749,212,0.027248,20,0.972752,714,0.082251,19,0.913793,0.917749,0.915767,0.889186,0.988986,0.968928,0.918135,0.027265,0.972735,0.081865,0.918193,0.918135,0.918119,0.890825,0.986979,0.965959,0.918136,0.918135,2.127,0.039,2,0.03125,2000,31.25,8861368,2339830,262343,97.927461,31.606218,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8687,966,866,100,0,89.648033,10.351967,0,0.861895,0.061278,0.191083,16.346819,44.136714,1931.249555,3550.086191,-1618.836636,1.999223,3.675037,-1.675814,1670.17739,1.728962,86.481697,0.87013,201,0.029932,22,0.970068,713,0.12987,30,0.901345,0.87013,0.885463,0.85052,0.989369,0.964206,0.89648,0.034629,0.965371,0.10352,0.896532,0.89648,0.896409,0.862003,0.987628,0.966755,0.896185,0.89648,1.864,0.034,1.75,0.046875,1750,46.875,8818429,2339561,262612,98.136646,32.427536,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8687,966,897,69,0,92.857143,7.142857,0,0.904699,0.050088,0.16754,13.361616,38.698654,1931.249555,2406.160954,-474.911398,1.999223,2.49085,-0.491627,1724.013366,1.784693,89.269321,0.887446,205,0.020408,15,0.979592,720,0.112554,26,0.931818,0.887446,0.909091,0.881875,0.990844,0.967974,0.928571,0.024035,0.975965,0.071429,0.929139,0.928571,0.928554,0.904976,0.992124,0.977955,0.928458,0.928571,1.843,0.034,1.78125,0.03125,1781.25,31.25,9026838,2339561,262612,98.861284,31.806418,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8687,966,881,85,0,91.200828,8.799172,0,0.882625,0.053173,0.179923,14.18484,41.559959,1931.152142,4581.171707,-2650.019566,1.999122,4.742414,-2.743291,1704.702436,1.764702,88.273855,0.886957,204,0.024457,18,0.975543,718,0.113043,26,0.918919,0.886957,0.902655,0.87317,0.986313,0.955638,0.912008,0.029323,0.970677,0.087992,0.91231,0.912008,0.911993,0.882841,0.989141,0.968439,0.911767,0.912008,1.857,0.062,1.796875,0.046875,1796.875,46.875,8881295,2339561,262612,98.654244,31.418219,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,886,79,0,91.813472,8.186528,0,0.890821,0.053161,0.179432,14.181472,41.44615,1929.185764,2447.123201,-517.937437,1.999156,2.535879,-0.536723,1705.261228,1.76711,88.392795,0.93913,216,0.031293,23,0.968707,712,0.06087,14,0.903766,0.93913,0.921109,0.896084,0.987518,0.972146,0.918135,0.027153,0.972847,0.081865,0.918264,0.918135,0.918066,0.890941,0.990369,0.972636,0.917891,0.918135,2.2,0.034,1.984375,0.046875,1984.375,46.875,8885634,2339830,262343,98.549223,31.11399,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,891,74,0,92.331606,7.668394,0,0.897721,0.052197,0.175478,13.924029,40.531716,1929.304852,3511.248022,-1581.94317,1.99928,3.638599,-1.639319,1712.708506,1.774827,88.773348,0.904762,209,0.029973,22,0.970027,712,0.095238,22,0.904762,0.904762,0.904762,0.874789,0.988166,0.954868,0.923316,0.025429,0.974571,0.076684,0.923308,0.923316,0.92331,0.897881,0.989491,0.969511,0.922912,0.923316,1.989,0.041,1.859375,0.015625,1859.375,15.625,8893384,2339830,262343,98.238342,31.502591,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,884,81,0,91.606218,8.393782,0,0.888042,0.054238,0.174448,14.468606,40.293712,1929.304852,6697.964985,-4768.660133,1.99928,6.940896,-4.941617,1705.649697,1.767513,88.407475,0.926407,214,0.024523,18,0.975477,716,0.073593,17,0.922414,0.926407,0.924406,0.900552,0.991631,0.978972,0.916062,0.028177,0.971823,0.083938,0.916193,0.916062,0.916094,0.887963,0.988948,0.973084,0.916377,0.916062,1.868,0.035,1.765625,0.03125,1765.625,31.25,8944549,2339830,262343,98.549223,31.943005,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.18,8688,965,883,82,0,91.502591,8.497409,0,0.886661,0.053389,0.176797,14.24193,40.836384,1929.304852,302.890993,1626.413859,1.99928,0.313877,1.685403,1706.205077,1.768088,88.436261,0.917749,212,0.02861,21,0.97139,713,0.082251,19,0.909871,0.917749,0.913793,0.886523,0.991147,0.970481,0.915026,0.02844,0.97156,0.084974,0.915204,0.915026,0.915063,0.886677,0.991543,0.97516,0.915175,0.915026,1.939,0.037,1.859375,0.03125,1859.375,31.25,8976663,2339830,262343,98.238342,31.865285,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,890,75,0,92.227979,7.772021,0,0.896362,0.051119,0.175705,13.63678,40.58484,1929.222008,8854.438748,-6925.21674,1.999194,9.175584,-7.17639,1716.911876,1.779183,88.995039,0.961039,222,0.036785,27,0.963215,707,0.038961,9,0.891566,0.961039,0.925,0.901341,0.988166,0.967981,0.92228,0.02573,0.97427,0.07772,0.923705,0.92228,0.922225,0.897011,0.986586,0.963717,0.922139,0.92228,1.949,0.04,1.8125,0.03125,1812.5,31.25,8800950,2339830,262343,97.927461,30.777202,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,890,75,0,92.227979,7.772021,0,0.896342,0.055218,0.180369,14.7301,41.66221,1929.222008,7796.118357,-5866.896349,1.999194,8.078879,-6.079685,1700.355726,1.762027,88.136861,0.930736,215,0.027248,20,0.972752,714,0.069264,16,0.914894,0.930736,0.922747,0.898217,0.985034,0.953079,0.92228,0.025842,0.974158,0.07772,0.922315,0.92228,0.922271,0.896406,0.986344,0.960848,0.922135,0.92228,2.003,0.033,1.90625,0.03125,1906.25,31.25,8816143,2339830,262343,98.031088,32.072539,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,890,75,0,92.227979,7.772021,0,0.89636,0.049114,0.168294,13.101869,38.873163,1929.222008,6688.362632,-4759.140624,1.999194,6.930946,-4.931752,1726.4068,1.789023,89.487202,0.935065,216,0.031335,23,0.968665,711,0.064935,15,0.903766,0.935065,0.919149,0.893358,0.983639,0.965294,0.92228,0.025916,0.974084,0.07772,0.922394,0.92228,0.92222,0.896261,0.988757,0.968162,0.92251,0.92228,1.949,0.033,1.859375,0.03125,1859.375,31.25,8995151,2339830,262343,98.341969,31.632124,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,884,82,0,91.511387,8.488613,0,0.88678,0.055688,0.183995,14.855598,42.499496,1931.249555,6734.437534,-4803.187978,1.999223,6.971467,-4.972244,1696.190449,1.755891,87.828652,0.930736,215,0.035374,26,0.964626,709,0.069264,16,0.892116,0.930736,0.911017,0.882614,0.985732,0.94488,0.915114,0.028335,0.971665,0.084886,0.915935,0.915114,0.915151,0.887125,0.986756,0.961933,0.915147,0.915114,1.832,0.037,1.734375,0.03125,1734.375,31.25,8773842,2339561,262612,98.240166,31.23706,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,884,82,0,91.511387,8.488613,0,0.886781,0.053468,0.17954,14.263252,41.470497,1931.249555,3517.402887,-1586.153332,1.999223,3.641204,-1.641981,1705.693779,1.765729,88.320734,0.904762,209,0.029932,22,0.970068,713,0.095238,22,0.904762,0.904762,0.904762,0.87483,0.985402,0.963082,0.915114,0.028246,0.971754,0.084886,0.915268,0.915114,0.915082,0.886922,0.98936,0.969262,0.914889,0.915114,1.868,0.045,1.78125,0.046875,1781.25,46.875,8860734,2339561,262612,98.343685,31.573499,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,882,84,0,91.304348,8.695652,0,0.883984,0.055404,0.179372,14.779959,41.432613,1931.152142,5636.107762,-3704.955621,1.999122,5.83448,-3.835358,1696.242835,1.755945,87.835795,0.891304,205,0.017663,13,0.982337,723,0.108696,25,0.940367,0.891304,0.915179,0.890137,0.992666,0.978415,0.913043,0.029222,0.970778,0.086957,0.913488,0.913043,0.913056,0.884157,0.989022,0.969537,0.913076,0.913043,1.875,0.043,1.8125,0.046875,1812.5,46.875,8867183,2339561,262612,99.068323,32.091097,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,879,86,0,91.088083,8.911917,0,0.881148,0.056326,0.186384,15.026003,43.051929,1929.185764,5688.778464,-3759.5927,1.999156,5.895107,-3.895951,1692.594741,1.753984,87.736224,0.913043,210,0.035374,26,0.964626,709,0.086957,20,0.889831,0.913043,0.901288,0.869999,0.986912,0.947089,0.910881,0.029552,0.970448,0.089119,0.911268,0.910881,0.910953,0.881395,0.986707,0.963934,0.910738,0.910881,1.942,0.035,1.8125,0.03125,1812.5,31.25,8871216,2339830,262343,97.409326,31.502591,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,901,64,0,93.367876,6.632124,0,0.911522,0.045352,0.158067,12.098392,36.510772,1929.222008,2380.609137,-451.387129,1.999194,2.466952,-0.467759,1743.94574,1.807198,90.396322,0.900433,208,0.019074,14,0.980926,720,0.099567,23,0.936937,0.900433,0.918322,0.893586,0.992999,0.973904,0.933679,0.022121,0.977879,0.066321,0.933767,0.933679,0.933557,0.911712,0.993025,0.979478,0.933191,0.933679,1.937,0.035,1.8125,0.03125,1812.5,31.25,9079969,2339830,262343,98.756477,31.217617,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,890,75,0,92.227979,7.772021,0,0.89636,0.052119,0.174378,13.903544,40.278394,1929.222008,5651.742483,-3722.520475,1.999194,5.856728,-3.857534,1713.598939,1.77575,88.823315,0.922078,213,0.032698,24,0.967302,710,0.077922,18,0.898734,0.922078,0.910256,0.881661,0.984453,0.950117,0.92228,0.025734,0.974266,0.07772,0.922554,0.92228,0.922284,0.896509,0.987661,0.964882,0.922182,0.92228,1.852,0.035,1.75,0.03125,1750,31.25,8885394,2339830,262343,97.61658,31.398964,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,893,72,0,92.53886,7.46114,0,0.900488,0.051181,0.172538,13.653366,39.853339,1929.222008,3491.448341,-1562.226333,1.999194,3.618081,-1.618887,1716.198692,1.778444,88.958071,0.935065,216,0.027248,20,0.972752,714,0.064935,15,0.915254,0.935065,0.925054,0.901224,0.987464,0.971291,0.925389,0.024906,0.975094,0.074611,0.925518,0.925389,0.925399,0.900496,0.990857,0.974404,0.925477,0.925389,1.868,0.034,1.796875,0.03125,1796.875,31.25,8906071,2339830,262343,98.341969,31.243523,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,888,77,0,92.020725,7.979275,0,0.893612,0.052078,0.173522,13.892239,40.07989,1929.304852,5631.774672,-3702.46982,1.99928,5.836036,-3.836756,1713.112851,1.775246,88.794306,0.943723,218,0.036785,27,0.963215,707,0.056277,13,0.889796,0.943723,0.915966,0.889165,0.989635,0.969091,0.920207,0.026385,0.973615,0.079793,0.920845,0.920207,0.92024,0.893885,0.989248,0.971593,0.920219,0.920207,2.029,0.033,1.96875,0.03125,1968.75,31.25,8871346,2339830,262343,98.238342,30.984456,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,894,71,0,92.642487,7.357513,0,0.901863,0.053187,0.176567,14.188025,40.783245,1929.304852,8847.331713,-6918.026861,1.99928,9.168219,-7.16894,1709.24858,1.771242,88.594012,0.935065,216,0.024523,18,0.975477,716,0.064935,15,0.923077,0.935065,0.929032,0.906541,0.984769,0.961734,0.926425,0.024619,0.975381,0.073575,0.926562,0.926425,0.926419,0.901892,0.987114,0.965831,0.92647,0.926425,1.863,0.047,1.796875,0.046875,1796.875,46.875,8809164,2339830,262343,98.65285,31.735751,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,9,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,890,75,0,92.227979,7.772021,0,0.896339,0.051528,0.175577,13.745729,40.554421,1929.304852,8858.044642,-6928.73979,1.99928,9.179321,-7.180041,1714.49846,1.776682,88.866125,0.922078,213,0.021798,16,0.978202,718,0.077922,18,0.930131,0.922078,0.926087,0.902973,0.986479,0.971997,0.92228,0.025976,0.974024,0.07772,0.923056,0.92228,0.922187,0.896651,0.986096,0.962364,0.922248,0.92228,1.996,0.039,1.84375,0.046875,1843.75,46.875,8869194,2339830,262343,97.61658,31.373057,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,899,67,0,93.064182,6.935818,0,0.907505,0.046698,0.163291,12.457218,37.717255,1931.249555,4531.168748,-2599.919193,1.999223,4.690651,-2.691428,1738.795269,1.799995,90.034727,0.943723,218,0.023129,17,0.976871,718,0.056277,13,0.92766,0.943723,0.935622,0.915219,0.989192,0.971226,0.930642,0.023073,0.976927,0.069358,0.931071,0.930642,0.930648,0.90765,0.99127,0.975575,0.930727,0.930642,1.929,0.047,1.890625,0.046875,1890.625,46.875,9009514,2339561,262612,98.654244,30.874741,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,899,67,0,93.064182,6.935818,0,0.90749,0.049493,0.15985,13.202828,36.922279,1931.249555,3460.368009,-1529.118454,1.999223,3.582162,-1.582938,1732.585452,1.793567,89.713183,0.922078,213,0.02585,19,0.97415,716,0.077922,18,0.918103,0.922078,0.920086,0.894903,0.985517,0.95755,0.930642,0.023055,0.976945,0.069358,0.930721,0.930642,0.930621,0.907621,0.99113,0.974697,0.93038,0.930642,1.831,0.037,1.6875,0.046875,1687.5,46.875,9086810,2339561,262612,98.757764,32.065217,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8687,966,878,88,0,90.890269,9.109731,0,0.878515,0.057428,0.187712,15.319534,43.357983,1931.249555,4605.41381,-2674.164254,1.999223,4.767509,-2.768286,1686.352634,1.745707,87.31925,0.917749,212,0.036735,27,0.963265,708,0.082251,19,0.887029,0.917749,0.902128,0.870896,0.989236,0.965981,0.908903,0.030275,0.969725,0.091097,0.909191,0.908903,0.908947,0.878647,0.988637,0.970157,0.908892,0.908903,1.959,0.035,1.84375,0.03125,1843.75,31.25,8822807,2339561,262612,98.447205,31.754658,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,884,81,0,91.606218,8.393782,0,0.888045,0.053067,0.177719,14.156235,41.049162,1929.304852,4581.487671,-2652.182819,1.99928,4.747656,-2.748376,1707.016366,1.768929,88.478312,0.904762,209,0.032698,24,0.967302,710,0.095238,22,0.896996,0.904762,0.900862,0.869499,0.983578,0.961551,0.916062,0.027869,0.972131,0.083938,0.916081,0.916062,0.916042,0.888206,0.988827,0.968933,0.915669,0.916062,1.865,0.034,1.734375,0.03125,1734.375,31.25,8778357,2339830,262343,97.927461,31.34715,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,893,72,0,92.53886,7.46114,0,0.900463,0.051482,0.171777,13.733289,39.676873,1929.304852,3488.238535,-1558.933683,1.99928,3.614755,-1.615475,1714.345988,1.776524,88.858222,0.917749,212,0.024523,18,0.975477,716,0.082251,19,0.921739,0.917749,0.91974,0.894556,0.989086,0.964044,0.925389,0.025037,0.974963,0.074611,0.925896,0.925389,0.925377,0.900722,0.990802,0.973268,0.925292,0.925389,1.954,0.034,1.84375,0.03125,1843.75,31.25,8923203,2339830,262343,98.65285,31.839378,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,889,76,0,92.124352,7.875648,0,0.894966,0.050751,0.170869,13.53868,39.467904,1929.207438,2413.47029,-484.262852,1.999179,2.501005,-0.501827,1717.403483,1.779693,89.021193,0.926087,213,0.032653,24,0.967347,711,0.073913,17,0.898734,0.926087,0.912206,0.884362,0.988471,0.974145,0.921244,0.026195,0.973805,0.078756,0.921614,0.921244,0.921323,0.895123,0.991781,0.977095,0.921296,0.921244,1.905,0.034,1.71875,0.03125,1718.75,31.25,8976227,2339830,262343,99.170984,31.917098,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,882,83,0,91.398964,8.601036,0,0.885268,0.052798,0.180024,14.084718,41.58286,1929.185764,4592.239753,-2663.053989,1.999156,4.758798,-2.759641,1704.876958,1.766712,88.372877,0.9,207,0.028571,21,0.971429,714,0.1,23,0.907895,0.9,0.90393,0.874054,0.988154,0.970611,0.91399,0.028643,0.971357,0.08601,0.914086,0.91399,0.913975,0.885428,0.989315,0.972156,0.913681,0.91399,1.925,0.035,1.734375,0.03125,1734.375,31.25,8961386,2339830,262343,97.927461,31.139896,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,874,91,0,90.569948,9.430052,0,0.874217,0.056984,0.190987,15.20143,44.11485,1929.222008,9957.977724,-8028.755716,1.999194,10.319148,-8.319954,1684.522112,1.745619,87.316136,0.909091,210,0.02861,21,0.97139,713,0.090909,21,0.909091,0.909091,0.909091,0.880481,0.988266,0.964543,0.905699,0.031507,0.968493,0.094301,0.9057,0.905699,0.905683,0.874204,0.985101,0.960755,0.905682,0.905699,1.86,0.036,1.703125,0.03125,1703.125,31.25,8707170,2339830,262343,97.720207,31.088083,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,888,77,0,92.020725,7.979275,0,0.893572,0.053466,0.174663,14.262916,40.344296,1929.222008,3503.187309,-1573.965301,1.999194,3.630246,-1.631052,1708.816394,1.770794,88.575415,0.909091,210,0.024523,18,0.975477,716,0.090909,21,0.921053,0.909091,0.915033,0.888554,0.991009,0.966186,0.920207,0.026686,0.973314,0.079793,0.920684,0.920207,0.920182,0.893723,0.98989,0.972717,0.92028,0.920207,1.921,0.041,1.828125,0.03125,1828.125,31.25,8868443,2339830,262343,98.549223,31.761658,?,-1
snake_game-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement,10,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20250328.1801,8688,965,883,82,0,91.502591,8.497409,0,0.886669,0.053824,0.179826,14.358288,41.53668,1929.222008,8864.864649,-6935.642641,1.999194,9.186388,-7.187194,1703.034338,1.764802,88.275705,0.922078,213,0.024523,18,0.975477,716,0.077922,18,0.922078,0.922078,0.922078,0.897555,0.986638,0.972535,0.915026,0.028358,0.971642,0.084974,0.915086,0.915026,0.915019,0.886638,0.985997,0.962322,0.915119,0.915026,1.86,0.033,1.71875,0.03125,1718.75,31.25,8761846,2339830,262343,97.927461,31.658031,?,-1
